sp	stat	naturalized	invasive	LA	SM	H	mpds	min	mpds_weighted	bio_1_native	bio_10_native	bio_11_native	bio_12_native	bio_13_native	bio_14_native	bio_15_native	bio_16_native	bio_17_native	bio_18_native	bio_19_native	bio_2_native	bio_3_native	bio_4_native	bio_5_native	bio_6_native	bio_7_native	bio_8_native	bio_9_native	year_p	Area_p	euclid_p	F_pres	nmi_p	bio_1_p	bio_10_p	bio_11_p	bio_12_p	bio_13_p	bio_14_p	bio_15_p	bio_16_p	bio_17_p	bio_18_p	bio_19_p	bio_2_p	bio_3_p	bio_4_p	bio_5_p	bio_6_p	bio_7_p	bio_8_p	bio_9_p
Cucumis anguria	inv	1	1	6949.840236	8.122	0.278315768	243.8540112	40.276677	8.874648641	21.72455428	25.0083101	17.14872877	428.0232558	106.627907	0.488372093	110.2358686	277.5348837	3.093023256	171.1162791	4.046511628	14.64183724	59.73437695	330.5389064	32.63497672	8.046418611	24.58855817	24.31075966	17.24018609	229	116536.2545	5.046582107	63.95174991	0.097643766	4.163479852	2.423313901	6.818792555	304.1476849	66.92764871	6.468892911	-18.50168061	147.1403275	25.67620731	-36.62909997	93.79109534	-4.114486804	10.83912718	-187.9124096	1.052202601	10.66298301	-9.610780327	2.032830079	8.206822383
Cucumis dipsaceus	exo	0	0	3797.968938	4.33	0.1	243.1681087	40.276677	20.88153518	23.03852054	24.62021765	21.22482981	692.4693878	138.7346939	9.204081633	81.5024425	314.3673469	37.12244898	205.0816327	87	12.26680945	72.49276539	139.0379145	31.75551021	14.72089802	17.03461221	23.64960542	21.77951007	68	116978.2538	15.82266886	12.64943066	0.474987245	1.937670027	1.981369732	1.615910969	-26.30536788	3.889644303	-0.172335582	-1.138950287	38.61148912	-1.519274619	-58.55782319	8.396825382	-1.764163931	-3.391177759	17.46367386	1.095283353	2.919313469	-1.824030156	2.141929004	2.408320537
Cyanthillium cinereum	nat	1	0	389.71	0.177	1.35	233.376442	23.770757	13.51422105	22.52722929	26.37171083	18.05721977	1420.106023	265.7873275	29.60727729	70.81448623	694.8782936	109.7314931	455.3017566	212.8155583	9.972712658	53.6140897	338.4196444	31.94397909	12.12780828	19.81617081	25.04025435	19.20888458	160	383495.8643	13.91233189	8.97869526	0.719416039	3.412354246	0.886622734	6.21986375	-475.1268566	-67.93315954	-19.2114438	9.735513726	-193.0866314	-68.18982695	-302.8225889	-24.50305673	-0.214379302	18.45257666	-214.0883925	1.056021151	7.213858235	-6.157837331	1.057662251	6.672365088
Cymbopogon citratus	nat	1	0	270.066583	1.3831875	0.681737209	256.1668236	9.538833	16.50825587	26.6857693	30.57994872	22.28564094	1243.384615	346.8461538	11.92307692	112.3293457	813.7692308	45.69230769	249.1538462	152.4615385	10.8315382	50.06976201	332.3309185	37.27446101	15.01692321	22.25753755	27.28646176	24.82215397	199	283432.1244	9.623238049	10.31163522	0.424056686	-0.589936	-3.052170967	2.154636719	-383.0651803	-148.4017089	-5.061965779	-20.71267875	-316.5331182	-18.10897408	-134.9594011	39.58012733	-0.607927104	21.21079292	-204.7323062	-3.636961203	4.184465549	-7.821426416	-1.158683703	1.336179489
Cynodon dactylon	inv	1	1	85.27	0.172	0.181	254.5788619	18.140638	9.057279155	20.26270857	24.06466718	15.87232651	735.0193906	138.4390582	10.43213296	76.0725259	362.1454294	41.32963989	247.5373961	109.7299169	12.67602769	58.67789205	338.5268197	30.79736204	8.415670205	22.38169182	21.45168676	18.50664289	420	147065.3071	5.470598857	37.59366612	0.529508376	5.942169517	3.671105303	8.513039234	66.93995852	49.5365514	-2.464653299	17.41690553	106.6187967	-9.980046587	-130.6837381	15.37577518	-2.34594638	12.1977171	-200.9666573	3.108328968	10.85668743	-7.748358476	5.017418793	7.358397544
Cyperus esculentus	nat	1	0	912.4918213	0.158	0.355	257.8583746	4.984513	16.92608054	15.26684316	23.93384573	7.176089419	597.1111111	94.66666667	14.88888889	52.90687095	249.2222222	53.22222222	56.33333333	226	9.972276052	35.24119483	687.9308675	30.84590721	2.623129692	28.2227779	10.13268206	23.70436393	229	62460.28902	6.610961695	36.92221453	-3.353322973	12.19315707	4.906154039	18.8705773	261.0889011	121.5000013	-9.088888889	49.1797963	287.7111121	-28.48888863	41.63333346	-119.6666656	0.424390666	37.86213845	-573.5342019	4.19409256	18.13687016	-13.94277807	17.29398458	3.652302445
Cyperus rotundus	inv	1	1	324.51	0.228	0.68	256.7414604	4.976443	9.050605982	19.19335376	26.03039758	11.8898138	1334.456566	231.1494949	29.88080808	69.48192965	609.8222222	109.1353535	470.2121212	218.0424242	8.90856546	40.25630616	577.9669064	31.35964293	6.698482615	24.6611603	21.86893097	15.79116081	292	193260.585	7.938871082	32.42437099	0.300381825	6.907656481	1.470612676	12.53745905	-505.9818194	-40.6848491	-21.43636362	22.30796879	-132.3878808	-74.31717173	-329.7171714	-110.8707065	1.374262871	31.48611785	-452.0194313	2.213084277	12.48737594	-10.27429156	4.454301448	9.821970392
Dactyloctenium aegyptium	inv	1	1	936.6368404	0.263	0.837	255.038688	24.441661	9.318075128	24.56956792	28.06913406	20.53795933	1187.121372	250.0712401	16.74934037	90.94925266	634.4076517	64.9828496	349.8377309	195.671504	10.7120723	56.22154979	308.7156957	34.21208426	14.03457024	20.17751402	25.53368551	22.62881493	232	312045.8957	10.14195617	36.56791308	0.446445392	1.69568628	-0.279021032	3.836616944	-461.1044226	-81.34242661	-9.794538129	-0.674958697	-217.7381594	-36.46307568	-225.0552449	-82.62065692	-0.397100479	14.29116217	-167.4453568	-0.329880767	5.164299701	-5.494180676	1.092303142	3.192089027
Datura innoxia	nat	1	0	9066.682962	13.792	0.8	231.057082	37.54611	9.4519832	20.60645589	24.6226536	16.00668489	652.0614525	143.7541899	7.782122905	91.04724285	370.6145251	31.12290503	252.2569832	50.08379888	15.38473641	60.77908681	354.5493254	33.06662928	7.273282699	25.79334667	23.65042339	18.5610017	181	76895.49414	6.678873526	11.24133828	0.348020399	4.534569655	2.215808057	6.867673951	-50.85633213	-11.67726628	-0.218020402	-6.770320479	-55.56324152	-1.302392476	-98.48775247	9.736713742	-3.987300559	8.513220823	-190.4185587	0.641063084	10.01646102	-9.375397802	2.547012135	5.22104953
Datura metel	nat	1	0	14832.84514	12.473	1.209915688	230.0544511	37.546376	12.52652445	19.30919437	26.08513128	11.29616386	1350.809524	249.75	21.91666667	76.21932843	674.6071429	80.58333333	621.4166667	93.28571429	8.577905263	35.6332083	607.3446902	30.64143047	5.796193686	24.84523678	25.11736781	12.35812939	227	211996.9997	9.242768505	21.29058913	-0.097735654	6.429694687	1.217646644	12.53439142	-632.9484093	-96.55555471	-13.66666669	4.19178277	-294.3849215	-46.50000008	-480.3611097	12.40873101	1.394316946	34.2751258	-460.6752442	2.469680536	12.90936183	-10.43968153	1.315965584	12.62242614
Datura stramonium	nat	1	0	14738.85	9.18	0.796	230.8323663	37.5457655	7.961024191	18.61684146	21.19845238	15.55560964	876.8138528	188.6450216	8.961038961	94.84628271	503.7186147	34.96969697	294.0779221	51.93506494	15.09270232	65.60602799	230.5431769	29.85761036	6.72138097	23.13622941	20.26098484	17.05581599	188	102715.4657	8.685008651	48.86376606	0.199872458	6.106582055	5.11325937	7.109255391	-169.8679019	-49.27565193	2.056979104	-19.60934547	-147.6014973	7.52579844	-151.9337782	91.07394486	-4.6431528	3.937215417	-77.00173484	2.679326576	10.78132185	-8.101995133	4.831807931	7.41175151
Delonix regia	exo	0	0	9005.416379	399.549	15.24	230.6051264	38.871912	9.232888666	24.28570503	26.06816924	21.71566597	1368.75	303.6875	21.625	96.19915247	787.4375	80.8125	650.84375	102.125	10.64687252	67.80942869	185.5316911	31.43818957	15.64999674	15.7881929	25.96852773	22.30788866	168	401350.6888	5.156933127	10.29741633	-0.44395959	1.306719276	1.036376184	2.063122254	-561.9015087	-129.3238633	-11.94318186	-14.27339445	-348.7405319	-41.8276515	-495.9649627	19.61742293	-0.374145248	2.41329917	-48.00290433	1.798173932	2.904548617	-1.106374803	-0.032163994	2.87847491
Desmodium incanum	nat	1	0	4618.226326	0.97	0.284	233.5774779	23.031604	8.146178307	23.34215379	25.23576719	21.15101273	1752.134568	279.3802469	43.38518519	59.86764892	745.7345679	156.745679	455.0567901	337.8888889	10.25982643	67.93223395	169.2943949	30.91529792	15.41148374	15.5038142	24.24889478	22.1800693	422	80135.03693	7.498413904	9.842681344	0.52597271	1.353084414	0.913439245	1.644225404	-878.8964785	-116.8088191	-30.54391539	13.43869943	-320.7345701	-107.7615521	-262.5012329	-169.6190473	0.30049111	2.875703307	-29.70709388	1.459305083	2.007564023	-0.548258871	0.914597237	2.04056561
Digitaria bicornis	nat	1	0	1239.160993	0.6836	0.431785463	254.6114448	13.072111	9.448456552	25.69966881	28.99747437	21.33107627	1026.369159	234.6962617	8.462616822	99.85155307	624.9158879	34.1728972	384.2476636	47.93925234	12.27677045	56.94370321	312.5516375	35.48990168	13.60739946	21.88250219	28.09669905	21.90065711	218	173756.7601	4.372537426	26.52419857	0.502485752	1.516997958	-0.472474272	4.286780773	-297.8453486	-47.06530803	-4.176902545	3.091304263	-164.9158917	-16.60146859	-281.9381391	62.95360566	-2.179151378	16.16701102	-192.9302086	-0.977996892	7.035457688	-8.013454544	-0.709794534	5.249343058
Digitaria ciliaris	nat	1	0	554.98	0.563	1.14	254.5340516	13.072098	9.225723105	14.71276143	23.85667073	5.150134556	1393.773469	242.8816327	38.28979592	64.95675787	628.1244898	133.8693878	565.8428571	164.1020408	9.188732788	32.7791993	763.4003419	29.34383017	-0.559701192	29.90353136	22.31028397	6.202584257	144	110024.2289	7.426119322	83.81942067	0.089197403	10.59094231	3.118329442	18.02949493	-695.1531013	-81.76126158	-30.91942562	24.40342754	-237.5411552	-104.09161	-426.0002636	-79.00944768	1.449230163	36.13098577	-607.2855265	4.030244186	18.45599764	-14.42575364	3.662864324	18.25945278
Digitaria horizontalis	nat	1	0	960.3074989	0.678	0.489167045	254.5752631	13.0721	9.345042407	24.17733959	26.20607442	21.89532044	1619.298578	269.7630332	34.75829384	69.67800262	728.4976303	127.6445498	425.3127962	306.1090047	11.06011864	68.01154671	178.5857754	32.41702235	15.65934285	16.75767946	25.21472259	23.02400268	293	730389.545	8.505918842	4.909753163	0.521143231	0.37891062	-0.053990666	0.488012766	-822.4444103	-118.4921997	-21.17496053	1.617830725	-338.9559633	-75.08205036	-234.5002976	-176.2548373	-0.691368516	0.928037308	-20.39619327	-0.094105602	1.53857378	-1.632679405	-0.270972803	0.738497252
Digitaria insularis	nat	1	0	469.1959087	0.45	0.805907442	254.3792262	13.072089	9.572443789	22.46379622	25.56813008	18.87025308	1236.062167	209.4991119	28.08348135	67.51096284	553.2326821	103.8028419	379.0763766	175.7353464	11.90147229	61.78417155	276.449275	32.04296803	12.07834188	19.96462614	24.57629801	20.16036781	293	387329.622	12.62948677	24.27050414	0.487825349	2.711600559	1.246155838	4.094032725	-535.9351819	-78.99911208	-15.59935436	2.615227623	-219.0898275	-55.54887386	-215.9335187	-44.23534597	-1.464170726	7.284082107	-115.1976872	0.922111185	5.781181959	-4.859070628	1.148305284	4.297568702
Digitaria nuda	nat	1	0	774.5788113	0.493080769	0.40737401	255.3672277	13.0721	10.06867659	25.01554547	27.14569687	22.96563637	1230.606061	242.8787879	7.878787879	89.70349722	618.1818182	37.84848485	369.4242424	181.6060606	11.26854556	66.33906671	175.6674765	33.54218165	16.07721228	17.46496943	24.95349468	23.46505061	243	205579.1575	11.75930115	6.514606911	-0.338385727	0.433474187	-0.016285006	0.432402832	-511.3805761	-70.11408155	-1.672905582	3.119051925	-200.2994661	-11.65240658	-232.6693402	-101.1648845	-0.393055367	2.391325636	-22.41845658	0.167622043	1.773768174	-1.606145769	1.108269926	1.156517845
Digitaria sanguinalis	exo	0	0	504.81	0.517	0.265	254.6675928	13.07211	12.9031594	10.47644835	18.35921752	3.001900556	771.6511111	90.46444444	40.87888889	25.05154127	249.5940741	139.2396296	188.5477778	194.117037	8.76963845	34.57130383	629.2680134	24.72888091	-0.871291845	25.60017276	12.12068065	9.628034417	292	183583.9816	6.156478864	198.625882	-0.91162826	15.84207029	9.355597304	21.61291431	1.108145888	96.85037023	-35.1196296	70.29660623	210.6651804	-115.2581484	-58.30703647	-105.4688886	1.826657913	37.7694368	-502.5735694	9.272970699	20.16388416	-10.89091356	14.65339327	16.32752108
Drymaria cordata	nat	1	0	75	0.19	0.237187385	246.505726	140.225219	13.91256816	20.74389355	22.1771611	19.07568944	1892.077821	300.4241245	46.51361868	65.33893114	802.9883268	172.3540856	491.6848249	380.6575875	10.87023802	74.55036637	128.2234596	28.16637826	13.0230208	15.1433575	21.47760963	20.00270911	240	324.338816	9.492808014	6.927804349	0.377276591	3.225337248	3.310018587	2.985849109	-1015.257307	-137.3984839	-33.23156733	3.250811672	-381.0139628	-119.3797274	-365.3002116	-118.7601501	-1.385622581	-4.676007531	14.40731001	2.997724292	4.541081958	-1.543357481	2.230082444	4.39472674
Dysphania ambrosioides	nat	1	0	1201.25	0.264	0.528	245.85957	87.322186	9.808820494	20.75278877	23.36614844	17.80402982	1238.866972	221.5344037	29.20412844	74.07201222	587.412844	102.0963303	375.2087156	193.9862385	12.33630467	65.45370903	229.1551648	30.18198547	10.82767858	19.35430688	22.28321769	19.50847912	244	394864.9185	6.334915901	30.39543095	0.543702426	4.143762823	3.239598787	5.059188582	-522.0738706	-52.41946079	-22.62366867	17.32626368	-178.487555	-75.20552564	-239.5363011	-116.8368136	-1.624235725	3.092268263	-75.93332518	2.917439784	6.619447936	-3.702008046	3.184023757	4.576003634
Echinochloa colona	inv	1	1	675	1.641	0.8	255.4519371	19.331767	9.809359628	16.81879595	25.25235014	7.417741156	1213.990291	218.8252427	21.91262136	71.25426002	583.4563107	79.46601942	539.9514563	89.67961165	8.906911734	32.04468522	727.1089386	30.37064549	1.778128121	28.59251735	23.79704266	8.555892904	222	289392.5908	9.544282157	140.681986	-0.083649905	9.553276066	2.67873109	17.10117773	-465.2560552	-37.67208974	-15.97568442	23.96330794	-140.1364906	-54.69124459	-422.6001049	14.41948663	1.574619821	38.22017983	-586.9021816	3.798723902	17.4245745	-13.62585071	2.843047379	17.45266558
Echinochloa crus-pavonis	nat	1	0	556.5786614	0.4956	0.912562981	243.338353	28.388399	9.721040346	20.60540832	24.50763854	16.36547932	1181.043689	196.0048544	27.74271845	66.08321409	522.7378641	101.4029126	333.8713592	195.0242718	12.45573493	58.9893276	333.1323529	31.53274144	9.324392694	22.20834879	22.56390716	18.47491195	230	113682.4238	7.699794747	8.992904645	0.657921389	4.717668658	2.302617978	6.996058908	-398.6590716	-29.62023957	-16.99912873	17.27063165	-102.5840238	-60.94137409	-184.5893064	-72.89606589	-2.283940042	11.46964738	-189.9990198	1.38520706	9.03971011	-7.6545025	3.236092812	6.381498146
Elephantopus mollis	exo	0	0	5227.04	1.17	0.112	230.3556423	3.195622	7.808586332	21.82455791	23.87541444	19.51032792	1763.819263	273.4565993	48.49821641	57.92972253	737.5802616	173.2996433	476.6373365	324.411415	10.60636094	67.80452323	180.6739363	29.69372026	13.49177771	16.20194255	22.86871191	20.34106751	244	9223.002112	6.661923924	21.7699068	0.588178045	2.384137746	1.764440858	2.897643217	-786.8047623	-80.20297549	-34.49097005	18.06158178	-231.5947525	-120.5170346	-272.2677717	-81.4983737	0.315378206	3.171563094	-45.09857415	2.420047944	3.175613697	-0.755565708	1.683461956	3.117628065
Eleusine indica	inv	1	1	769.08	0.367	0.303	254.6384594	19.490217	8.982552896	19.28082102	24.64212029	13.68723083	1358.09434	249.5834543	25.50507983	72.44588893	637.8896952	96.52249637	455.1654572	234.0682148	10.20402963	51.53663311	447.6931157	30.58020769	7.57467972	23.00552793	23.09240837	14.52144483	126	224740.0489	7.522265365	33.92466727	0.358830183	6.899919762	3.0541761	10.68165794	-500.353602	-57.78345445	-15.83100576	15.32744464	-154.8971042	-57.77434832	-330.1061985	-49.78673336	-0.085511063	18.91003361	-309.2849679	3.110903346	11.69346849	-8.582564981	2.972036153	11.58596255
Eragrostis cilianensis	nat	1	0	94.11	0.07	0.222	257.1971324	20.604433	15.37732937	15.10210058	21.87473432	8.342121979	781.08829	125.2351301	25.01208178	53.09864735	326.6087361	90.74535316	226.2583643	147.651487	10.64559004	42.96223484	554.7528428	28.61002218	2.661139379	25.9488828	16.82975743	13.89914953	217	119891.3454	6.103404662	63.40332574	0.664614237	10.62554176	5.565103154	15.22698363	-154.7549561	31.88682111	-20.12590296	42.48021407	46.41565307	-70.18437749	-114.8112096	-83.91164948	0.124328592	25.70036691	-395.4601597	5.327376311	15.56650305	-10.23912674	9.606827875	10.97158215
Eragrostis ciliaris	inv	1	1	675	0.02	0.671	254.7021394	20.60443	8.90755853	25.50018599	28.84118726	21.81728171	791.9130435	177.7237852	6.621483376	92.53790878	444.140665	28.84910486	198.1841432	166.6675192	11.48733581	59.15373128	288.5257425	35.37167146	15.15233845	20.21933301	25.07513327	25.81734908	244	263067.3367	8.878261017	17.99023865	0.395490005	0.423813948	-1.362520517	2.148496085	-74.91748806	-14.4171186	1.15184997	-4.452131038	-43.37177702	2.035339664	-75.41080948	-36.84974133	-1.156224726	10.94049093	-143.0190754	-1.739226974	3.689439317	-5.428666251	1.348422236	-0.337349203
Eragrostis japonica	nat	1	0	1106.108064	0.015	1.65	255.7106287	20.60443	10.96035764	22.69996989	27.38768647	17.42697724	1161.511041	260.681388	14.55205047	98.11449807	662.2082019	55.50157729	393.3343849	111.8485804	11.26854829	49.96359651	407.3707537	33.84853518	10.2348861	23.61364907	25.05713065	18.91203155	422	158608.769	7.922098909	7.585677407	0.829631837	3.253876382	0.004621251	6.749945923	-426.4597597	-75.73266928	-9.269999148	-0.358087614	-214.8748643	-35.01439793	-258.0523329	-17.07934967	-0.427522716	21.39794289	-273.5169083	0.00787477	8.359985493	-8.352110495	1.368510187	6.398224819
Eragrostis pilosa	inv	1	1	1099.976663	0.049	0.212	254.8188951	20.604433	9.208127462	11.78947382	20.88554279	2.427839632	852.7377911	135.7167543	30.79939895	51.15769179	355.637115	107.1006762	284.2524418	147.9120962	9.917585029	34.94297664	753.219076	27.34386801	-2.966986388	30.31085436	17.0430175	6.824481784	230	191313.4612	4.874268528	101.3527402	0.710243539	13.94210507	6.439603501	21.33063977	-119.1471475	34.41774829	-23.26723518	38.47096316	63.25177403	-76.51003304	-153.0711552	-36.43256281	0.528613786	34.88450889	-605.2506548	6.256716559	21.52838991	-15.27167297	9.298502881	18.29774055
Eragrostis tenella	inv	1	1	271.0055748	0.101236047	0.192232232	254.609265	20.60443	8.946641581	22.92280052	28.13368567	16.93638047	1685.931034	357.0275862	31.7862069	88.90420602	907.9586207	114.537931	641.1655172	190.5448276	8.786572124	42.27070386	456.2247875	33.34616779	11.25695802	22.08920977	26.16926727	19.26659667	157	211148.9147	17.37783163	48.74290619	0.564910902	2.829507286	-0.721377814	6.683619603	-987.6951378	-200.3865599	-23.13492484	-4.07087252	-523.6919541	-80.09177739	-504.0167996	-90.86277566	1.665222728	26.53955274	-297.9401714	0.324601471	7.186631759	-6.862030298	0.239450719	5.721608378
Eriobotrya japonica	nat	1	0	12693.05	1443.803	6.082	244.1310211	197.923438	13.71245735	16.16365433	25.20065374	6.524405641	1388.003861	236.7027027	33.3011583	63.5024375	621.3938224	119.7915058	560.8262548	133.0656371	8.298466252	29.02517888	761.107457	30.26720012	1.310935272	28.95626487	23.2027081	7.647760345	192	195139.5348	11.17379201	27.97051931	-0.064491929	7.164917264	-0.429225226	14.80892778	-545.9086287	-70.84555767	-22.34877724	12.59280078	-193.7271485	-77.17245781	-387.7310152	119.8391198	2.372962429	41.39386888	-616.0026945	0.837561272	14.60811236	-13.77055083	0.406815941	15.18081125
Eryngium foetidum	exo	0	0	4086.547068	0.362	0.293289267	240.6709291	187.46054	16.58439796	23.59705979	24.79183284	22.22694839	2113.831643	324.0770791	54.52332657	58.12619465	865.4016227	197.7383367	495.0993915	461.969574	9.749519515	74.78270721	105.7988924	30.29318327	16.94843691	13.34474636	23.94132889	23.11220079	244	1092.854016	6.802140481	3.889233436	0.559832566	2.036273685	2.06531002	1.930194253	-1108.879277	-124.3151751	-36.18999281	13.92618604	-347.2111538	-132.9288118	-341.0517737	-198.0171934	0.179051778	-1.482707432	8.234440422	2.268721368	2.05156282	0.217158271	1.777718386	2.340180074
Euphorbia tirucalli	inv	1	1	814.7025641	14.9	4.646	235.067851	22.63826	10.48870391	21.63955383	24.58131813	18.15768176	871.4794521	179.6986301	12.97945205	78.20343502	454.5924658	50.33219178	305.0719178	79.76369863	11.96753798	61.4581467	263.8151174	30.74268932	10.82621138	19.91647787	23.44984257	18.95574786	160	270432.3543	8.090505064	16.50398042	0.487100236	3.528446203	2.134681931	5.068984884	-192.5727821	-34.75196388	-5.192785309	5.804565316	-88.7258001	-20.83885838	-170.3519164	52.70296839	-1.492871386	9.109853182	-119.2524517	2.135977365	7.187121906	-5.0511445	2.395490685	5.600251968
Ficus benjamina	exo	0	0	1702.14	25	13.551	243.3884755	15.898709	10.51864518	24.45698138	27.78009367	20.56552864	1593.988142	311.7272727	33.70750988	83.75948561	814	123.5296443	477.7549407	199.284585	9.980807105	56.49257547	291.3158949	33.50697764	14.49836173	19.00861596	26.16352268	22.34459269	118	391218.8232	6.923613348	3.489994709	0.79919254	1.98587609	0.243716034	4.067804839	-839.9405131	-126.2510841	-28.61227188	15.47860872	-357.8095267	-98.72012055	-348.1835116	-150.0464892	0.776335507	13.27885332	-152.6682781	1.059689373	4.582590372	-3.52290173	0.607905562	3.212550113
Ficus microcarpa	exo	0	0	2209.782222	0.33	10	241.588023	15.89871	13.77562662	23.10068505	26.62634455	18.92362876	1902.532808	340.5800525	48.69291339	68.31717214	899.1102362	172.0787402	667.2493438	255.167979	8.258086011	53.49950977	315.9578436	31.27043868	13.99569996	17.27473874	25.60581907	20.16311894	208	506082.4924	11.9890674	7.56526923	0.298212174	3.151695319	1.168893399	5.571609133	-1241.770907	-193.4371954	-44.07386588	21.99235349	-526.5864281	-153.4120733	-535.773153	-197.5013124	4.032390107	18.62430004	-179.9340334	3.629561759	3.875728802	-0.246167071	0.937037962	5.151166615
Gliricidia sepium	nat	1	0	675	102.534	19.81	231.0478077	115.262924	19.8576647	24.6887422	26.55144376	22.53551728	1587.471655	302.9387755	21.22902494	86.63530534	798.2131519	78.55782313	420.5578231	200.6712018	11.62592362	68.83673299	165.2127922	33.119697	16.02145004	17.09824697	25.57511964	23.88540574	126	222615.4209	7.848880942	3.75638046	0.113035873	-0.045885056	-0.280015513	-0.087898523	-834.8526106	-178.9387744	-3.990929932	-26.3257808	-474.7845827	-16.17687084	-248.2721099	-22.90929887	-1.440209441	0.120409431	-4.469935497	-0.862553975	1.473788259	-2.336342117	-0.517976839	0.405070374
Gomphrena globosa	nat	1	0	1926.858362	5.05	0.405297503	245.2179126	16.748802	12.31060107	21.96606712	22.9385334	21.00400047	1808	324	9.8	81.71878815	824.8	41.6	346.6	344	9.346800232	75.63169708	78.65793457	28.45200043	16.05280018	12.39920025	21.99693336	21.57906723	243	82329.38701	7.23110875	3.384132471	-0.122500657	1.217266273	1.707299852	0.266832781	-970.0833359	-167.583333	6.70000006	-16.30212164	-422.0916737	19.85833373	-153.1000033	-205.1666651	0.415699816	-6.285864735	63.2462307	1.889666271	0.159699321	1.729966235	1.703066444	0.92093277
Gossypium barbadense	nat	1	0	12584.12599	124.367	1.342	239.7713546	38.320167	9.280992209	23.56665346	24.51323976	22.57417965	1722.977273	227.5454545	86.34090909	61.12723637	618.1931818	282.2954545	490	362.6818182	10.03845729	81.26811188	80.7845864	29.796964	17.32466877	12.47229526	24.03616694	23.05660928	232	18823.64314	5.436521349	8.749207074	0.459846437	2.071441989	2.703427004	1.161534582	-979.4058398	-71.04545509	-77.84090901	21.1180018	-221.3122298	-247.0573593	-323.4523825	-246.8484857	0.792495087	-10.7943025	65.36065221	3.864941157	0.920569471	2.944371313	2.237642494	1.764819151
Gossypium hirsutum	nat	1	0	6075.361125	75.439	1.82	239.4480401	38.320167	9.73952451	24.49095033	26.80632632	21.78998415	1217.602339	240.5409357	15.71052632	86.45172415	622.4473684	59.25438596	355.622807	133.0497076	12.55275706	67.20800644	206.7572132	33.80673183	14.76006928	19.04666255	25.92432844	23.46934728	155	119367.082	11.13590036	9.995599826	0.407011656	1.585972746	0.739827632	2.589503251	-434.0767009	-53.4896544	-9.902834008	10.07006995	-156.8319803	-34.71592459	-218.3022947	-50.88304042	-1.724552009	4.467634839	-76.78413779	0.193268095	4.039930585	-3.846662598	0.526953693	1.878088447
Hedychium coronarium	nat	1	0	14633.85487	13.69	1.314839324	262.2977631	95.377311	11.45299823	22.36272153	26.74355053	17.39944774	2086.828025	478.611465	24.75159236	88.65489933	1188.477707	95.23566879	699.4267516	351.9363057	8.465005689	44.25407074	382.8547929	31.76156739	11.80681294	19.95475442	25.10028302	18.92413614	216	193058.2753	13.49302133	4.379080908	0.570985912	1.959500867	-1.254661467	5.628329927	-950.0502341	-224.3892411	-13.30714806	0.433990746	-542.0332693	-52.18011376	-518.2045312	-114.1585258	2.040549861	29.86259541	-282.9714591	-0.122678076	5.46540942	-5.588087629	-0.783616736	5.059197129
Hyparrhenia rufa	nat	1	0	475.84	0.3	2.5	254.1063752	5.923606	10.26753804	23.63767323	25.62518426	21.51820202	1220.528827	240.7693837	11.1471173	85.12474	631.2982107	48.32405567	338.0636183	256.6441352	11.56717603	66.80914943	170.530355	32.28970598	14.67419881	17.61550716	23.85339687	22.36124477	244	110273.8555	8.433271599	9.556330548	0.453909508	3.266771272	2.541482279	3.975131419	-263.8621563	-0.791608633	-4.480450677	17.82859201	-37.89821277	-23.34627806	-217.5969516	-136.1996899	-1.784953793	6.255295049	-62.45924341	1.712515825	5.863578714	-4.151062685	3.124380988	4.532088541
Indigofera hirsuta	exo	0	0	1194.995326	2.19	1.52	231.2866086	128.431319	12.34991012	24.81611	27.91230803	21.10316049	1257.526395	262.8295626	15.46304676	87.9716536	684.5580694	59.82352941	425.5128205	168.6606335	10.86757032	57.97756482	278.7081938	33.88759366	14.52471175	19.36288191	26.66128576	21.9943646	160	375731.0935	8.849063751	19.3598124	0.651104559	2.242864344	0.491965416	4.392566067	-364.7315296	-49.01759548	-7.787833078	6.433474784	-154.0025164	-29.2252388	-297.3162388	-38.53242757	-0.92056171	14.69935868	-159.3808428	0.326936161	5.92486079	-5.59792453	0.568628931	4.929566916
Ipomoea batatas	nat	1	0	9050	48.06155082	1.98	227.9698519	19.687487	16.06783383	23.2398695	25.00072046	21.13413672	1864.611905	331.1357143	30.83571429	76.24275673	864.4285714	114.3428571	451.4	275.5690476	11.15499663	69.02874428	158.8168607	31.40508513	14.94975981	16.45532535	24.06330333	22.4415542	422	388378.0997	8.146620426	7.887783086	0.278440944	1.9497138	1.515946188	2.478363111	-886.9869048	-121.2190468	-19.10654745	8.878076667	-328.8035733	-69.30119105	-304.0249988	-36.65237932	-1.186246626	2.804590405	-38.74186132	1.030331809	3.506490146	-2.476158663	1.042946477	2.675112478
Ipomoea nil	exo	0	0	6151	36.267	1.5	230.2184653	15.463932	7.770093209	22.76512156	25.58395988	19.71688283	1251.035346	222.7098675	25.80265096	75.69600185	584.544919	92.74521355	372.4712813	175.7540501	12.05163966	64.99224312	241.2972186	32.16295918	12.93009564	19.23286354	24.51865602	21.12966469	229	682944.299	7.902137189	51.37144708	0.486079686	2.387584993	1.153362084	3.430980445	-522.5937484	-64.10872718	-17.05336324	7.195166267	-187.1660021	-57.91045573	-250.0809682	-28.37228425	-1.885827673	4.497215562	-91.47756089	0.662112004	5.22403538	-4.561923384	0.905845365	3.878597338
