sp	stat	naturalized	invasive	LA	SM	H	mpds	min	mpds_weighted	bio_1_native	bio_10_native	bio_11_native	bio_12_native	bio_13_native	bio_14_native	bio_15_native	bio_16_native	bio_17_native	bio_18_native	bio_19_native	bio_2_native	bio_3_native	bio_4_native	bio_5_native	bio_6_native	bio_7_native	bio_8_native	bio_9_native	year_p	Area_p	euclid_p	F_pres	nmi_p	bio_1_p	bio_10_p	bio_11_p	bio_12_p	bio_13_p	bio_14_p	bio_15_p	bio_16_p	bio_17_p	bio_18_p	bio_19_p	bio_2_p	bio_3_p	bio_4_p	bio_5_p	bio_6_p	bio_7_p	bio_8_p	bio_9_p
Artemisia vulgaris	exo	0	0	2373.93	0.144	1.377	234.1739613	37.886161	14.51068641	9.500318816	17.13261212	2.191795459	819.0060484	96.1797235	44.20218894	24.95069598	267.0423387	148.7456797	210.9547811	198.3093318	8.289395437	34.10008195	612.3942484	23.11586085	-1.476947943	24.59280881	11.23823453	7.721842238	120	406872.1951	7.527373255	108.7004957	-0.052811184	16.39968137	10.35738803	21.73487137	-75.97272014	60.52027802	-32.76885561	60.19263707	135.2576598	-105.7123461	-90.5214479	-64.942665	1.837271109	35.82658584	-465.8909159	10.40413903	20.49694783	-10.09280862	14.58509902	17.8081575
Artocarpus altilis	nat	1	0	80944	5898	13.47	243.338353	28.388399	9.721040346	25.68992709	26.25544016	24.95526475	2603.278689	355.6803279	105.5081967	41.66548945	974.4344262	357.3032787	660.4754098	590.5655738	8.159829413	82.01327043	55.14531767	30.78857455	20.77094997	10.01762458	25.64359554	25.45165282	259	37878.00166	7.912227322	10.24684372	-0.586677442	-2.823260292	-2.408773066	-3.415264596	-1360.345351	-115.0803279	-86.10819682	33.43451208	-346.101101	-290.3032787	-461.6754098	-360.8322409	0.960170854	-10.86660523	41.28801592	-1.475241417	-4.330949813	2.855708777	-2.830262409	-2.538318931
Artocarpus heterophyllus	nat	1	0	6877.84	9491.546	14	242.6705711	84.927726	16.51276405	24.60125214	27.0440763	21.74011748	2089.619687	432.2348993	37.53467562	78.84122143	1084.93736	139.8255034	538.3378076	367.409396	8.891835918	60.48627069	217.7540851	32.17905253	16.16747982	16.0115727	25.51555214	22.75043975	360	43091.65261	7.173102215	4.452716698	0.530566557	-1.115537905	-2.203599988	-0.066307888	-1011.762544	-232.9968034	-20.08229457	-8.953126123	-555.6754561	-75.87312263	-347.9806641	-111.885586	0.860544998	9.670871131	-85.6017037	-1.545719326	0.496805844	-2.042525087	-1.758409252	0.666226961
Averrhoa carambola	exo	0	0	2378.868631	0.60396	8	242.6213612	91.338587	17.07976735	23.96410847	27.08750449	20.13241126	1932.427184	315.9708738	46.6407767	62.39867886	854.0776699	171.0776699	646.9029126	336.8834951	8.035168037	57.94692912	289.2097531	31.53841258	15.33365619	16.20475647	26.32819194	21.12395271	224	285464.2319	5.950110794	9.435575167	-0.078889909	1.735891342	-0.187504552	4.112033267	-825.5938511	-93.1097631	-32.11299859	18.07632184	-270.4943366	-118.6054481	-490.9029113	-57.57793662	1.350943183	15.55584862	-180.1319749	0.700476165	4.058010298	-3.357534061	-0.686525212	4.795491694
Azadirachta indica	inv	1	1	675	232.758	15	242.5922827	93.484964	11.57530588	26.20770297	30.86688391	20.98218377	1071.424084	294.3333333	4.633507853	113.7152802	707.7434555	25.67888307	213.1762653	148.0104712	11.46258422	48.77358614	397.6072559	38.16308728	13.61129324	24.551794	27.39591619	24.3592081	76	245048.4429	5.806404491	27.97543179	0.639061162	0.648778529	-2.673365432	4.509483022	-161.7944527	-71.95370399	1.394269951	-13.36620607	-153.2341989	-0.42888282	-103.0095983	19.22101096	-1.196843492	24.29863646	-286.3979965	-3.851976037	6.550743759	-10.40271989	-0.631101287	2.373199314
Bauhinia monandra	exo	0	0	20868.46955	199.8	5.1816	234.4210325	25.613708	11.99392486	24.88750057	26.50385882	22.47205168	1501.233333	360.7666667	15.13333333	105.3236776	919.1	59.76666667	645.4	71.93333333	11.5090109	68.52397334	170.700189	32.47995122	15.66141925	16.81853199	26.22796987	22.86026624	173	220279.1444	4.875311206	12.42151615	-0.985497538	0.194165897	-0.012192218	0.889615186	-641.9999914	-175.9499987	-4.800000068	-21.4770099	-450.0500015	-19.85000054	-496.2999983	91.40000002	-1.379010932	2.602693494	-40.60185541	0.001715628	2.550247145	-2.548532057	-0.846303209	1.904733626
Bidens pilosa	nat	1	0	463.61	1.805	0.9	230.5243485	10.030346	7.791477767	20.14732338	22.51815104	17.41626546	1273.320051	226.8226221	26.14781491	77.05821128	596.8316195	97.03341902	367.3881748	186.3033419	12.6911192	68.11875201	209.6440667	29.65918891	10.31780997	19.34137892	21.52362144	19.08582429	292	203290.8698	6.193567887	53.87033194	0.519891051	4.648509968	3.888579667	5.328285926	-528.8456938	-69.47005766	-16.45550719	3.765186371	-200.7450834	-57.85072672	-214.9170206	-60.81936766	-2.20329868	1.02387637	-57.28893801	3.007477672	7.157831099	-4.150353261	3.766122112	5.087572995
Boerhavia coccinea	nat	1	0	2521.329349	1.142	0.384641448	246.7781101	86.020246	9.252208277	20.85495732	26.21707968	15.31193948	737.4560847	142.352381	14.80740741	75.95931523	366.5269841	55.26349206	245.6603175	97.22010582	13.99796735	56.37982203	446.8545726	33.86408124	7.577181414	26.28689985	23.63924546	19.22532747	244	657566.1384	6.960481559	25.68719479	0.649666812	5.267264886	1.486960793	8.932504994	-13.12274762	26.83953739	-8.847811482	13.47502886	48.45281139	-29.95036062	-119.5795087	27.30514597	-3.443421919	14.04644045	-302.496997	0.127837501	11.36019232	-11.23235445	2.786007166	6.340329019
Boerhavia diffusa	inv	1	1	1686.018789	2.473	0.38264927	246.629122	86.020246	8.419253764	23.37397745	26.28183818	20.08067342	1126.140449	215.1797753	19.47752809	82.55587304	559.8876404	73.33146067	369.9101124	158.9101124	11.8279183	63.14302801	254.954274	32.71095924	13.32487519	19.38608406	25.04581611	21.75329829	175	324313.7761	10.81720883	27.34340318	0.467009169	2.42932292	1.1082609	3.741768837	-415.0117393	-50.44050153	-12.02868318	6.327295252	-153.8150343	-43.25885335	-243.5272743	-50.91341321	-1.465212008	6.671823389	-107.2899175	0.831284886	5.335190836	-4.503905852	1.231081546	3.532840203
Bougainvillea glabra	exo	0	0	4174.107927	36.29084545	15	246.5023697	13.738748	9.056812964	20.55013235	22.87582608	17.89310918	1440.155	217.785	45.21	52.08991786	594.23	161.545	479.115	243.235	10.72531615	65.37067711	206.5262097	28.46974549	11.65174846	16.81799703	22.0826429	18.63257733	243	44714.52058	5.949508676	24.9995637	0.556150392	3.868915282	3.022983419	4.489033774	-675.0121385	-69.33261941	-33.18619043	22.84936756	-211.1109542	-114.3664286	-254.2221412	-151.7945236	0.023493389	4.630513622	-58.09287721	3.711206788	5.131584804	-1.42037792	3.242357042	4.344803764
Caesalpinia pulcherrima	exo	0	0	11289.10831	181.82	5	231.8856849	55.328889	8.217012528	23.89087419	26.9709608	20.38362861	1088.942356	233.1528822	14.07769424	94.4897736	608.0200501	52.09022556	391.6140351	87.76441103	13.91594476	64.20058104	271.9288626	34.61488	12.48758843	22.12729156	26.09248009	22.6821131	237	288318.5541	9.275850754	24.44697458	0.436154557	1.87985753	0.23473033	3.617997471	-305.6984512	-65.52686564	-4.370377157	-12.6783914	-184.9550116	-13.27721772	-237.1424899	47.85347426	-3.563099185	6.940069643	-137.8711391	-1.279920593	6.227858667	-7.507779323	0.141666358	2.372358407
Calotropis procera	inv	1	1	17989.73191	8.802	6	227.7389434	12.876662	7.673224142	25.12317079	30.38335744	19.27844208	493.6402049	141.9769526	2.259923175	105.2578348	333.3085787	11.85147247	112.9180538	62.57106274	12.88173753	51.11215064	453.756611	37.9195221	11.51140366	26.40811844	24.98901094	25.40346784	150	272812.4088	9.040999033	92.92614183	0.448803524	0.821691418	-2.967818527	4.857898827	276.7257108	35.97041528	4.351605641	-13.80946383	112.0899168	14.89539463	27.89648217	49.05550357	-2.363692338	19.90388947	-318.4741549	-4.298970743	7.224937089	-11.52390787	1.34507431	-0.077653313
Carica papaya	nat	1	0	39553.88	22.164	6.045	243.4784395	37.081704	11.89718947	23.49705649	25.44439783	21.26212491	1650.741525	272.8440678	40.57542373	66.66153595	724.370339	144.790678	454.6355932	291.8161017	10.88251709	69.10908668	172.9123523	31.44387596	15.18003704	16.26383892	24.52703476	22.33543495	422	74310.72973	11.57386932	18.14800167	0.584525447	2.245285914	1.752899393	2.733370496	-801.8045929	-92.46568942	-30.75560389	17.55738262	-263.8117807	-107.0339212	-325.0680256	-108.9872722	-0.575309921	1.859382067	-39.54298178	1.836304227	3.511854991	-1.675550721	1.269361749	3.420420717
Casuarina equisetifolia	exo	0	0	11	2.685	21.193	243.1564444	218.137297	20.51552362	24.31423405	26.67817153	21.50318805	1780.992157	298.9333333	50	63.51882608	799.9098039	180.545098	536.2941176	306.2117647	8.250321588	60.72618068	210.8568588	31.14769443	16.75855198	14.38914249	25.69883051	22.42917522	218	195108.8476	6.450042088	3.804290071	0.652246875	2.825765722	1.628495037	4.183478815	-798.1254699	-71.93333639	-43.40000014	35.841173	-217.5764848	-155.345098	-388.227452	-147.0117639	0.996344843	13.96048619	-105.4635276	2.512305413	4.434781076	-1.922476073	1.66116934	5.097491425
Catharanthus roseus	inv	1	1	2098.713995	1.415	0.50967692	228.77099	26.681466	8.143425577	22.39172558	25.09322725	18.93456339	1360.592593	262.7592593	27.57407407	82.8955117	704.5185185	104.1851852	659.962963	142.0185185	11.93182582	64.30970588	257.2064907	30.81913634	12.32917545	18.4899609	25.02062808	19.7631567	244	161452.6382	7.216829577	29.60602482	-0.360997299	3.078066194	1.798439346	4.757103452	-556.4571823	-88.13426069	-18.06365739	1.173238922	-265.2581034	-67.98726863	-534.5671283	49.88773282	-1.84849248	7.091335632	-124.3814905	2.09544681	6.419782784	-4.324335984	0.76270522	5.660801665
Cenchrus ciliaris	inv	1	1	225	1.024	0.909	254.5583656	12.035007	8.935547864	21.71173614	26.16893697	16.39439262	453.8030113	98.28607277	5.229611041	86.14524925	244.6072773	21.48933501	162.2521957	47.13801757	13.59044738	56.40024605	403.3934181	33.35250311	8.47529059	24.8772125	23.02319046	19.81865295	168	293863.1291	9.22168837	81.03909975	0.550336809	3.900475159	1.065056557	7.195706372	253.1606855	61.20237659	1.965108427	-0.472641789	150.3201153	8.2235363	-21.4436145	57.66066249	-2.90694899	13.42516659	-252.2142099	0.207232816	9.745831472	-9.538598693	3.192651156	4.989927847
Cenchrus echinatus	inv	1	1	2181.65708	17.2	0.346329724	254.3870266	12.035007	8.917380703	22.01211768	26.13001666	17.41160016	1076.427699	194.7678208	27.36252546	73.72315557	510.4704684	99.68431772	362.8594705	145.8594705	12.86681619	57.45567975	358.0338816	33.10151292	10.11842115	22.98309176	24.41740457	20.48264855	244	266025.3041	9.257438782	43.99644943	0.591436826	4.030306572	1.37180146	6.872642195	-270.5246657	-8.240548324	-18.99282847	16.87199602	-45.64016892	-66.48431772	-233.5018947	-14.40492463	-2.6910586	13.78977472	-225.5332753	0.418487013	9.041578764	-8.623091738	1.819565114	5.256745168
Cenchrus pedicellatus	nat	1	0	1026.336624	0.571995088	0.78799517	258.4411477	12.035007	16.09623001	26.9344308	29.98608311	24.4062633	961.2913907	245.3245033	1.59602649	113.306124	615.3509934	10.31788079	146.3907285	275.6721854	12.39821564	59.96482699	227.7204594	37.48096553	16.44943901	21.03152657	25.98936541	25.56466493	124	128411.1647	18.30493181	16.62132156	0.261646392	-0.159430709	-1.957749735	1.190403417	71.40860927	-1.141169724	5.203973558	-14.51445762	-6.4509888	16.18211925	-24.47406264	-49.32218457	-2.441548979	14.36350668	-127.4721244	-3.634298529	3.917227598	-7.551526696	0.462301228	1.37533522
Cenchrus polystachios	inv	1	1	1157.205451	0.411735725	0.596327972	256.1492681	12.035008	14.98954883	23.85447416	25.76782618	21.87341627	1445.083333	300.6	20.08333333	85.59915428	745.85	81.15	375.15	282.8833333	10.43176481	67.0347304	161.3055764	31.73504764	15.9423892	15.79265846	24.07682658	22.83848471	216	112437.0924	7.816538334	3.163533351	0.54053537	1.740397505	1.286020037	2.024019722	-532.5192323	-83.54871462	-13.0576923	9.826487292	-203.3115385	-52.17564129	-267.0730772	-86.90897485	0.068235117	4.51398739	-30.78763026	1.562388118	2.637098091	-1.074709763	1.705224799	2.625617817
Cenchrus purpureus	nat	1	0	2151.187383	0.713830876	1.411591657	254.3770574	12.035007	10.11546158	23.76840324	25.38213559	22.02561859	1350.038136	240.5338983	15.40254237	75.31114702	627.7966102	67.46610169	313.6101695	342.7161017	10.70450138	69.85716315	138.7666808	31.71988136	16.02647455	15.69340683	23.67544063	23.01204228	153	185383.4035	9.365476913	8.564623767	0.459606063	1.666263738	1.635197636	1.501047979	-589.4914669	-64.96056487	-7.309208995	13.91951948	-194.7566151	-35.4394349	-176.1168358	-243.2627685	-0.16850147	0.112169426	5.409318998	1.565452116	2.184192064	-0.618740042	2.065892759	1.698624372
Chenopodium murale	inv	1	1	316	0.621	0.466	246.2636348	87.322517	8.786790645	13.7772385	21.3144557	7.042545044	601.0733333	77.58666667	22.42	38.8861597	211.3511111	86.56222222	110.4555556	169.3111111	10.26434443	38.90676943	586.9420977	28.60657439	2.186873993	26.41970042	12.43032178	17.01118783	244	51738.86157	6.699125131	42.26315633	-0.244200548	10.18686402	4.2675955	14.69591667	102.8753807	45.36205206	-7.471282002	27.94204482	109.1617063	-30.30581236	60.03162354	-24.95213695	-0.16947269	29.2496402	-424.9677383	2.972912898	14.63363885	-11.6607262	12.05685761	6.396504861
Chloris gayana	nat	1	0	3019	0.307	1.27	255.9724836	4.805397	21.58429117	20.54756396	23.42853236	16.99410874	794.2390244	141.5073171	13.70731707	73.06382161	375.3609756	52.16585366	289.9756098	84.82439024	12.40573475	62.21943689	266.0563797	29.76642559	9.414270354	20.35215529	22.53294129	17.57391273	144	270937.4239	9.178410839	5.898142096	0.510420829	5.439102913	4.098134283	7.00589126	17.69430081	14.15935163	-2.373984058	0.056179614	35.90568394	-5.232521406	-164.5089441	105.3756128	-2.445734708	7.90056357	-118.2430481	3.520241277	9.605729722	-6.085488687	3.133725501	8.766087039
Citrullus lanatus	inv	1	1	8834.419566	77.424	0.965	242.7725733	40.276678	11.91284131	20.36997737	24.56228571	15.61141441	683.8591549	126.2887324	7.246478873	72.48583426	328.2887324	30.07746479	200.3591549	154.5	13.06054276	57.31871377	368.460232	31.36810128	7.898754523	23.4693467	21.31313276	18.28693372	422	441628.5245	5.30004816	12.58106091	0.493844837	6.304381881	3.61463746	9.360380456	79.3459631	52.89075557	-0.554171218	19.47057549	113.9676822	-1.128746975	-81.97453954	-2.423075456	-2.440030089	13.9325668	-235.7551031	3.167796047	11.67816855	-8.51037238	5.561226368	8.023322353
Clitoria ternatea	nat	1	0	3879.350718	47.29	0.549348726	233.0011338	29.505945	8.526886759	24.27860329	26.06846609	22.12406428	994.0080645	216.983871	11.08870968	88.93898066	530.2822581	48	321.6935484	145.3225806	10.75155899	68.67957257	162.6221594	32.06256948	16.23264966	15.82991978	25.05010523	23.0900461	243	455166.3288	7.519681429	7.290139418	0.563587506	2.151281717	1.755671824	2.662142725	-152.7781788	-25.85743506	-3.502502797	2.073663224	-53.40869555	-17.13793074	-191.9004457	-11.06970693	-0.246961345	3.525025432	-37.09917096	1.932833087	3.165051403	-1.23221881	1.56483712	3.008804349
Cocos nucifera	exo	0	0	18166.75	503988.826	18.28	261.9974096	16.57905395	28.19726716	24.81651485	26.21700042	23.14158247	2122.507177	321.3588517	69.18660287	54.05639143	870.0191388	241.8038278	593.6315789	413.4066986	8.08809815	71.37973601	125.9481973	30.6386133	18.71453203	11.92408128	25.48286268	23.82495685	422	395708.8256	5.063444063	14.24105466	0.499943385	1.835336905	1.675592113	2.125084259	-1161.877538	-101.4699645	-60.29771393	38.14360912	-313.5376629	-207.7482724	-462.0019477	-187.2400323	1.685975902	2.114709366	-16.85375277	2.948423783	1.448431046	1.499992626	1.018989358	2.87133942
Coffea arabica	exo	0	0	3760.28	189.904	4.57	228.6400441	14.1550516	8.319338159	19.83647356	21.42874994	18.06525926	1268.098039	225.745098	23.94117647	67.11716929	564.7254902	94.43137255	344.3921569	251.9019608	12.33306916	71.32897074	138.6561127	28.39982676	11.04823528	17.35159154	20.42267863	18.66503108	244	63915.64698	6.139237273	11.62537353	0.421702527	3.783526518	3.544583414	3.821407483	-251.4758265	-19.50065529	-11.11895417	13.9494984	-27.23660266	-49.63137268	-164.6588231	32.69804348	-2.079735747	-0.75119415	-11.2138904	2.729061815	5.502876009	-2.773813805	3.32843221	4.623857853
Coix lacryma-jobi	nat	1	0	4674.509337	51.334	1.288815976	257.2527098	16.25939	22.73112179	19.03744564	26.0756571	11.11457433	1560.569024	305.5016835	29.06734007	73.27570804	790.2929293	106.9191919	608.6094276	161.6329966	8.364643842	34.66189668	611.2869901	31.05247146	5.790751462	25.26171997	23.98018095	12.52010113	234	357093.6054	9.508547287	10.06776471	0.602708081	5.756998767	0.085453775	12.01875887	-617.8467844	-94.66835017	-18.51178456	16.71318229	-258.3484916	-66.30808091	-496.887205	13.9781166	1.224245121	36.01588093	-487.1814329	0.936417281	12.60924847	-11.67283085	0.769818728	12.57989893
Commelina benghalensis	inv	1	1	3.179104934	1.8844	0.349065782	261.2779803	12.251917	8.9847197	22.78361306	26.21078871	19.04603723	1221.196825	247.6920635	17.1031746	82.85882667	626.0396825	67.5952381	316.952381	235.8142857	11.00098063	58.17926895	292.528918	32.58731907	12.37487365	20.21244538	24.04522139	20.62246436	145	226389.6556	8.070041056	32.34430318	0.633837369	3.247339283	1.252703315	5.186105601	-417.0817465	-67.334921	-8.714285696	4.118554583	-171.3928581	-33.85317479	-186.9047618	-81.25476242	-0.912488608	12.79890613	-158.2392348	0.841252156	6.779888198	-5.938635847	2.168270636	5.25610697
Cosmos sulphureus	nat	1	0	1160.505818	6.85	0.74201781	230.5201926	12.453262	8.305646625	22.0382374	24.55079253	19.21824893	1109.673973	231.969863	14.20821918	94.99286791	615.9808219	54.55342466	390.1068493	113.2438356	13.95006718	67.90064406	219.8543026	32.32502689	11.20795619	21.11707078	23.70659477	21.15376832	142	105392.9554	9.361602297	10.26893798	0.646243137	2.334226405	1.270946911	3.262910945	-216.1522282	-63.98435588	0.385983859	-23.25953432	-180.0098103	1.171213328	-182.3967036	38.37935419	-3.632675851	2.423993481	-80.23980965	-0.411983327	5.958710461	-6.37069408	1.164419535	2.57666651
Crotalaria retusa	nat	1	0	75	21.918	0.866	233.4282876	8.744569	8.026676857	26.23274147	28.88249346	22.85239374	1485.641148	339.6507177	21.73684211	98.14190265	843.9138756	82.62679426	381.8899522	208.1052632	11.14555315	61.10813897	246.0811011	35.03334259	15.83300486	19.2003377	27.46159063	23.76439894	218	148490.9281	8.719547338	31.93694656	0.537249659	0.465689994	-0.871513125	2.321723984	-575.5235034	-124.0938549	-15.05841071	-1.403863386	-301.5923085	-55.94051971	-260.4154427	-50.90526325	-1.1024159	11.5557832	-129.7661992	-1.123930856	4.167387329	-5.29131812	-0.794924011	2.892071595
Cryptostegia grandiflora	inv	1	1	4593.138961	8.57	1.728839889	227.2329958	42.482089	11.91708839	24.48434435	27.34504788	20.65746989	737.0357143	179.4285714	7.321428571	100.6478321	465.6785714	27.71428571	419.9285714	34.57142857	13.89248661	65.94105203	281.7085939	33.80785738	12.69526829	21.11258902	27.31117902	21.38028104	144	289306.2472	10.04097292	42.02390332	-0.06714943	2.566532874	1.178636318	4.876740721	95.35024715	32.66791993	-3.461779484	2.814448923	54.60212604	-10.13533837	-320.384712	102.0513798	-3.038100578	6.21947485	-160.4945591	1.1500375	7.139819385	-5.989782018	-0.352406968	5.366210041
Cryptostegia madagascariensis	inv	1	1	3453.723252	6.57	1.842184881	227.5555995	42.482089	11.85162431	25.76459356	27.61830279	23.01321932	1124.846154	318.8461538	4.307692308	120.0286865	781.7692308	18.5	556.9230769	21.03846154	12.23716501	68.20554293	195.9578171	33.65938289	15.60606502	18.05331788	27.42930493	23.37801603	69	299478.7451	6.416314133	29.8653511	-0.325535785	1.855406512	1.231697215	3.443447309	-248.6572592	-95.80170881	-1.27435899	-15.69646365	-232.524788	-5.055555439	-474.7452987	183.4504275	-1.438276041	6.463345669	-97.1211497	1.559505834	5.070601752	-3.511095663	-0.165971609	4.321983968
