sp	stat	naturalized	invasive	LA	SM	H	mpds	min	mpds_weighted	bio_1_native	bio_10_native	bio_11_native	bio_12_native	bio_13_native	bio_14_native	bio_15_native	bio_16_native	bio_17_native	bio_18_native	bio_19_native	bio_2_native	bio_3_native	bio_4_native	bio_5_native	bio_6_native	bio_7_native	bio_8_native	bio_9_native	year_p	Area_p	euclid_p	F_pres	nmi_p	bio_1_p	bio_10_p	bio_11_p	bio_12_p	bio_13_p	bio_14_p	bio_15_p	bio_16_p	bio_17_p	bio_18_p	bio_19_p	bio_2_p	bio_3_p	bio_4_p	bio_5_p	bio_6_p	bio_7_p	bio_8_p	bio_9_p
Cucumis anguria	inv	1	1	6949.840236	8.122	0.278315768	243.8540112	40.276677	8.874648641	21.72455428	25.0083101	17.14872877	428.0232558	106.627907	0.488372093	110.2358686	277.5348837	3.093023256	171.1162791	4.046511628	14.64183724	59.73437695	330.5389064	32.63497672	8.046418611	24.58855817	24.31075966	17.24018609	229	83089.44896	5.050987977	64.97795103	0.095393267	4.364370222	2.711632877	6.964518833	322.9511024	75.86781919	6.426157805	-16.42920331	165.2770795	25.59928452	-38.49234787	87.44921508	-4.178090817	9.167814113	-182.5476714	1.532544733	10.8552909	-9.322746132	2.248642077	8.388018889
Cucumis dipsaceus	exo	0	0	3797.968938	4.33	0.1	243.1681087	40.276677	20.88153518	23.03852054	24.62021765	21.22482981	692.4693878	138.7346939	9.204081633	81.5024425	314.3673469	37.12244898	205.0816327	87	12.26680945	72.49276539	139.0379145	31.75551021	14.72089802	17.03461221	23.64960542	21.77951007	68	84705.75514	15.82465857	15.32885604	0.489980387	2.132709594	2.263027481	1.748186081	-10.15721909	11.87377068	-0.219954614	1.065461416	53.99244078	-1.551020469	-57.11866949	5.55555554	-1.840486744	-5.136573783	23.23631094	1.564066201	3.09603327	-1.531966761	2.35162921	2.617315357
Cyanthillium cinereum	nat	1	0	389.71	0.177	1.35	233.376442	23.770757	13.51422105	22.52722929	26.37171083	18.05721977	1420.106023	265.7873275	29.60727729	70.81448623	694.8782936	109.7314931	455.3017566	212.8155583	9.972712658	53.6140897	338.4196444	31.94397909	12.12780828	19.81617081	25.04025435	19.20888458	160	386139.521	13.91238589	9.01616482	0.722031117	3.629107371	1.169261165	6.387224652	-462.4185245	-60.34982557	-19.19061069	11.16875319	-179.3782926	-68.02316008	-298.2600898	-26.1905596	-0.27496957	17.18844393	-209.8215547	1.445604977	7.407608318	-5.962004065	1.37606478	6.873060126
Cymbopogon citratus	nat	1	0	270.066583	1.3831875	0.681737209	256.1668236	9.538833	16.50825587	26.6857693	30.57994872	22.28564094	1243.384615	346.8461538	11.92307692	112.3293457	813.7692308	45.69230769	249.1538462	152.4615385	10.8315382	50.06976201	332.3309185	37.27446101	15.01692321	22.25753755	27.28646176	24.82215397	199	259531.4565	9.630495947	9.400697379	0.42844787	-0.371301633	-2.755180096	2.331719973	-366.9262782	-140.1933762	-5.006410286	-19.24039984	-301.4497817	-18.03952976	-132.3899572	41.85790453	-0.650519709	19.89242226	-200.3690741	-3.198071779	4.395576777	-7.593648538	-0.889702406	1.541734848
Cynodon dactylon	inv	1	1	85.27	0.172	0.181	254.5788619	18.140638	9.057279155	20.26270857	24.06466718	15.87232651	735.0193906	138.4390582	10.43213296	76.0725259	362.1454294	41.32963989	247.5373961	109.7299169	12.67602769	58.67789205	338.5268197	30.79736204	8.415670205	22.38169182	21.45168676	18.50664289	420	113645.8301	5.470944926	39.15728161	0.541685279	6.155889001	3.956606411	8.664800824	86.89931059	59.31703846	-2.48904349	19.34089778	125.2935924	-9.963786277	-131.4886157	16.16439166	-2.400621063	10.52475872	-195.934019	3.592068728	11.04855726	-7.456488545	5.242757706	7.556636196
Cyperus esculentus	nat	1	0	912.4918213	0.158	0.355	257.8583746	4.984513	16.92608054	15.26684316	23.93384573	7.176089419	597.1111111	94.66666667	14.88888889	52.90687095	249.2222222	53.22222222	56.33333333	226	9.972276052	35.24119483	687.9308675	30.84590721	2.623129692	28.2227779	10.13268206	23.70436393	229	46447.104	6.632723008	38.78254123	-3.466054251	12.4067681	5.204487779	19.03113276	286.9555454	132.8333356	-9.122222286	51.20482224	313.7111121	-28.48888849	38.03333384	-127.7333324	0.37439057	36.17100533	-568.9549871	4.684093094	18.35353695	-13.66944471	17.53287351	3.853413857
Cyperus rotundus	inv	1	1	324.51	0.228	0.68	256.7414604	4.976443	9.050605982	19.19335376	26.03039758	11.8898138	1334.456566	231.1494949	29.88080808	69.48192965	609.8222222	109.1353535	470.2121212	218.0424242	8.90856546	40.25630616	577.9669064	31.35964293	6.698482615	24.6611603	21.86893097	15.79116081	292	182963.4867	7.939041334	32.83487113	0.329057746	7.118052005	1.750578799	12.68358687	-485.4969709	-31.69494949	-21.54747479	24.11515988	-112.4686876	-74.37777805	-330.79798	-113.8909095	1.306165121	29.90585651	-446.5467133	2.646417703	12.67727507	-10.03085738	4.674840021	9.991330582
Dactyloctenium aegyptium	inv	1	1	936.6368404	0.263	0.837	255.038688	24.441661	9.318075128	24.56956792	28.06913406	20.53795933	1187.121372	250.0712401	16.74934037	90.94925266	634.4076517	64.9828496	349.8377309	195.671504	10.7120723	56.22154979	308.7156957	34.21208426	14.03457024	20.17751402	25.53368551	22.62881493	232	308601.3891	10.14223502	35.71031625	0.453144664	1.900229556	-0.009105726	3.987464459	-443.7739157	-73.07971468	-9.83973585	1.190232715	-201.4161273	-36.38962918	-225.2671088	-81.99636288	-0.458964988	12.73495671	-162.6010322	0.121249017	5.355542808	-5.234293741	1.30374394	3.393595593
Datura innoxia	nat	1	0	9066.682962	13.792	0.8	231.057082	37.54611	9.4519832	20.60645589	24.6226536	16.00668489	652.0614525	143.7541899	7.782122905	91.04724285	370.6145251	31.12290503	252.2569832	50.08379888	15.38473641	60.77908681	354.5493254	33.06662928	7.273282699	25.79334667	23.65042339	18.5610017	181	52688.2857	6.679579471	11.20047382	0.351194664	4.719078052	2.545722297	6.988186986	-35.77940201	-1.805472387	-0.24366144	-3.935953167	-39.07606125	-1.430597189	-101.5903174	9.198252057	-4.057172388	6.600023379	-183.4540782	1.171832433	10.18825591	-9.016423639	2.676499686	5.539425484
Datura metel	nat	1	0	14832.84514	12.473	1.209915688	230.0544511	37.546376	12.52652445	19.30919437	26.08513128	11.29616386	1350.809524	249.75	21.91666667	76.21932843	674.6071429	80.58333333	621.4166667	93.28571429	8.577905263	35.6332083	607.3446902	30.64143047	5.796193686	24.84523678	25.11736781	12.35812939	227	179544.8177	9.243985689	21.14654834	-0.068270827	6.627842778	1.484313216	12.69041063	-619.3095238	-89.05555598	-13.61111116	6.308191118	-279.7460309	-46.50000024	-479.6111104	42.07539561	1.313761467	32.75260605	-456.0430628	2.911347298	13.11491727	-10.20357021	1.521521182	12.86085188
Datura stramonium	nat	1	0	14738.85	9.18	0.796	230.8323663	37.5457655	7.961024191	18.61684146	21.19845238	15.55560964	876.8138528	188.6450216	8.961038961	94.84628271	503.7186147	34.96969697	294.0779221	51.93506494	15.09270232	65.60602799	230.5431769	29.85761036	6.72138097	23.13622941	20.26098484	17.05581599	188	79007.19514	8.685112509	49.55746066	0.206993449	6.315140472	5.403649694	7.270066016	-157.5525918	-43.54592241	1.975897991	-18.07590429	-135.9168124	7.255528518	-152.7535983	100.3442147	-4.712372003	2.616645786	-71.8547991	3.079326453	10.98132178	-7.90199504	5.055381409	7.647787501
Delonix regia	exo	0	0	9005.416379	399.549	15.24	230.6051264	38.871912	9.232888666	24.28570503	26.06816924	21.71566597	1368.75	303.6875	21.625	96.19915247	787.4375	80.8125	650.84375	102.125	10.64687252	67.80942869	185.5316911	31.43818957	15.64999674	15.7881929	25.96852773	22.30788866	168	364518.015	5.159978542	10.14546874	-0.461536877	1.514673683	1.314406319	2.201758062	-545.8712103	-121.839016	-12.04924247	-12.62638504	-333.37689	-41.93371205	-496.2225376	20.89015211	-0.439549229	0.813328266	-42.7283838	2.240598185	3.093942484	-0.853344156	0.202937099	3.083778102
Desmodium incanum	nat	1	0	4618.226326	0.97	0.284	233.5774779	23.031604	8.146178307	23.34215379	25.23576719	21.15101273	1752.134568	279.3802469	43.38518519	59.86764892	745.7345679	156.745679	455.0567901	337.8888889	10.25982643	67.93223395	169.2943949	30.91529792	15.41148374	15.5038142	24.24889478	22.1800693	422	85976.27699	7.498506011	10.03734235	0.552522793	1.569155679	1.207354585	1.801632892	-869.7853669	-112.2850095	-30.55978837	14.70936237	-311.5123433	-107.8885361	-255.3425044	-175.0158711	0.243215883	1.822381469	-24.73494262	1.819622677	2.205976691	-0.386354082	1.155602544	2.275750961
Digitaria bicornis	nat	1	0	1239.160993	0.6836	0.431785463	254.6114448	13.072111	9.448456552	25.69966881	28.99747437	21.33107627	1026.369159	234.6962617	8.462616822	99.85155307	624.9158879	34.1728972	384.2476636	47.93925234	12.27677045	56.94370321	312.5516375	35.48990168	13.60739946	21.88250219	28.09669905	21.90065711	218	173189.4641	4.374280029	25.60392546	0.516158517	1.734457909	-0.196085422	4.467336525	-280.0834413	-38.99388055	-4.141188242	4.74492907	-147.2730323	-16.45861148	-281.7238543	61.53693738	-2.222802277	14.70460799	-188.9210859	-0.543473241	7.240219738	-7.783692773	-0.493326132	5.479699955
Digitaria ciliaris	nat	1	0	554.98	0.563	1.14	254.5340516	13.072098	9.225723105	14.71276143	23.85667073	5.150134556	1393.773469	242.8816327	38.28979592	64.95675787	628.1244898	133.8693878	565.8428571	164.1020408	9.188732788	32.7791993	763.4003419	29.34383017	-0.559701192	29.90353136	22.31028397	6.202584257	144	78881.64454	7.426272959	83.76740741	0.111141188	10.78461496	3.405520568	18.16560613	-676.2179164	-71.63163308	-30.91016633	26.80952908	-219.4670822	-104.0916101	-425.3058201	-80.25944834	1.38086594	34.27118024	-601.2775471	4.547836563	18.63562702	-14.08779064	3.867339515	18.46670602
Digitaria horizontalis	nat	1	0	960.3074989	0.678	0.489167045	254.5752631	13.0721	9.345042407	24.17733959	26.20607442	21.89532044	1619.298578	269.7630332	34.75829384	69.67800262	728.4976303	127.6445498	425.3127962	306.1090047	11.06011864	68.01154671	178.5857754	32.41702235	15.65934285	16.75767946	25.21472259	23.02400268	293	760292.311	8.506334204	4.714739448	0.551129794	0.573268254	0.240453418	0.61683247	-808.6319179	-111.6172021	-21.25829384	3.104684086	-326.6434614	-75.12371603	-226.8961278	-177.6506698	-0.763764526	-0.507964231	-14.66577935	0.310060501	1.726073899	-1.416013124	-0.047708466	0.921136136
Digitaria insularis	nat	1	0	469.1959087	0.45	0.805907442	254.3792262	13.072089	9.572443789	22.46379622	25.56813008	18.87025308	1236.062167	209.4991119	28.08348135	67.51096284	553.2326821	103.8028419	379.0763766	175.7353464	11.90147229	61.78417155	276.449275	32.04296803	12.07834188	19.96462614	24.57629801	20.16036781	293	394523.9347	12.62963171	24.48224145	0.508571975	2.904556847	1.521949277	4.23292172	-522.2129558	-72.62609681	-15.7104655	4.174333995	-206.9390325	-55.71554023	-213.0684396	-44.44169501	-1.540956517	5.669819844	-109.9139878	1.353857486	5.955785058	-4.601927743	1.357432301	4.508150527
Digitaria nuda	nat	1	0	774.5788113	0.493080769	0.40737401	255.3672277	13.0721	10.06867659	25.01554547	27.14569687	22.96563637	1230.606061	242.8787879	7.878787879	89.70349722	618.1818182	37.84848485	369.4242424	181.6060606	11.26854556	66.33906671	175.6674765	33.54218165	16.07721228	17.46496943	24.95349468	23.46505061	243	178978.4064	11.75744492	6.04682101	-0.277309423	0.629756574	0.290904655	0.569330941	-491.8511518	-60.0258467	-1.712121287	5.622776977	-181.2798572	-11.71123005	-232.9830645	-92.4786091	-0.457679536	0.485144862	-16.07290189	0.724485379	1.967886001	-1.243400848	1.294544679	1.365178083
Digitaria sanguinalis	exo	0	0	504.81	0.517	0.265	254.6675928	13.07211	12.9031594	10.47644835	18.35921752	3.001900556	771.6511111	90.46444444	40.87888889	25.05154127	249.5940741	139.2396296	188.5477778	194.117037	8.76963845	34.57130383	629.2680134	24.72888091	-0.871291845	25.60017276	12.12068065	9.628034417	292	158936.7931	6.156546024	203.1639907	-0.930406372	16.06876758	9.646955404	21.78976622	19.88592706	104.794813	-35.13814813	72.14780188	229.7762991	-115.3507407	-56.95518575	-100.820741	1.778509705	36.44096847	-498.0411333	9.691489295	20.37499555	-10.68350614	14.86110947	16.56301495
Drymaria cordata	nat	1	0	75	0.19	0.237187385	246.505726	140.225219	13.91256816	20.74389355	22.1771611	19.07568944	1892.077821	300.4241245	46.51361868	65.33893114	802.9883268	172.3540856	491.6848249	380.6575875	10.87023802	74.55036637	128.2234596	28.16637826	13.0230208	15.1433575	21.47760963	20.00270911	240	238.397744	9.493061665	7.225437944	0.390436782	3.438264552	3.575830213	3.150379057	-1007.770129	-133.3215602	-33.41105449	3.85284514	-375.8601202	-119.0207519	-360.3002092	-123.4780984	-1.443528621	-5.759128611	18.17107109	3.343877991	4.741082061	-1.397203811	2.500595392	4.549855072
Dysphania ambrosioides	nat	1	0	1201.25	0.264	0.528	245.85957	87.322186	9.808820494	20.75278877	23.36614844	17.80402982	1238.866972	221.5344037	29.20412844	74.07201222	587.412844	102.0963303	375.2087156	193.9862385	12.33630467	65.45370903	229.1551648	30.18198547	10.82767858	19.35430688	22.28321769	19.50847912	244	392574.3698	6.335164463	31.3685397	0.563326437	4.342805176	3.539311363	5.192905033	-503.0968588	-42.00566874	-22.66964572	19.75105226	-160.6082436	-75.25724978	-241.1857272	-119.5437092	-1.690806615	1.232403798	-69.63162557	3.449049188	6.805079952	-3.35603097	3.393314952	4.747651166
Echinochloa colona	inv	1	1	675	1.641	0.8	255.4519371	19.331767	9.809359628	16.81879595	25.25235014	7.417741156	1213.990291	218.8252427	21.91262136	71.25426002	583.4563107	79.46601942	539.9514563	89.67961165	8.906911734	32.04468522	727.1089386	30.37064549	1.778128121	28.59251735	23.79704266	8.555892904	222	284498.5262	9.554426465	139.9744141	-0.082325939	9.765025427	2.967319511	17.2541807	-445.9137161	-28.36127924	-16.01172045	25.91733388	-121.8211737	-54.64169494	-424.1766818	16.26633427	1.515986197	36.52948626	-581.6745915	4.289714799	17.62232235	-13.33260741	3.062041339	17.64350637
Echinochloa crus-pavonis	nat	1	0	556.5786614	0.4956	0.912562981	243.338353	28.388399	9.721040346	20.60540832	24.50763854	16.36547932	1181.043689	196.0048544	27.74271845	66.08321409	522.7378641	101.4029126	333.8713592	195.0242718	12.45573493	58.9893276	333.1323529	31.53274144	9.324392694	22.20834879	22.56390716	18.47491195	230	131845.9884	7.700123188	9.173356065	0.671471606	4.922048987	2.578258906	7.138366923	-383.4539465	-21.51767351	-16.99912873	19.16405546	-88.35324752	-61.04393769	-182.999563	-74.10119595	-2.35210241	9.892947319	-184.7872953	1.828796931	9.224325318	-7.395528131	3.534383358	6.520814851
Elephantopus mollis	exo	0	0	5227.04	1.17	0.112	230.3556423	3.195622	7.808586332	21.82455791	23.87541444	19.51032792	1763.819263	273.4565993	48.49821641	57.92972253	737.5802616	173.2996433	476.6373365	324.411415	10.60636094	67.80452323	180.6739363	29.69372026	13.49177771	16.20194255	22.86871191	20.34106751	244	9390.149632	6.662063372	23.0600186	0.589802085	2.598690957	2.075430984	3.052715429	-773.9352064	-75.18848246	-34.58517297	19.26835463	-219.4860568	-120.8068898	-277.0866107	-75.79547317	0.244242871	2.144534969	-39.7539082	2.783815775	3.395178715	-0.61136302	1.942278302	3.361830886
Eleusine indica	inv	1	1	769.08	0.367	0.303	254.6384594	19.490217	8.982552896	19.28082102	24.64212029	13.68723083	1358.09434	249.5834543	25.50507983	72.44588893	637.8896952	96.52249637	455.1654572	234.0682148	10.20402963	51.53663311	447.6931157	30.58020769	7.57467972	23.00552793	23.09240837	14.52144483	126	195126.3949	7.522613812	34.66443117	0.371796274	7.107450483	3.324422818	10.8469667	-483.0498952	-50.39086259	-15.816191	16.57646308	-139.7711782	-57.67805188	-330.2839756	-45.84599137	-0.143659225	17.53619014	-305.2289596	3.531644151	11.89939433	-8.367750201	3.241048435	11.74769092
Eragrostis cilianensis	nat	1	0	94.11	0.07	0.222	257.1971324	20.604433	15.37732937	15.10210058	21.87473432	8.342121979	781.08829	125.2351301	25.01208178	53.09864735	326.6087361	90.74535316	226.2583643	147.651487	10.64559004	42.96223484	554.7528428	28.61002218	2.661139379	25.9488828	16.82975743	13.89914953	217	109457.0721	6.103551231	64.45076241	0.670512145	10.82029089	5.861851013	15.35543905	-134.8931665	42.40714582	-20.13403302	45.07025963	65.48882566	-70.12746705	-114.1526733	-84.62709716	0.051632186	23.68004984	-389.1157039	5.889164917	15.75105583	-9.861890886	9.774172178	11.15152821
Eragrostis ciliaris	inv	1	1	675	0.02	0.671	254.7021394	20.60443	8.90755853	25.50018599	28.84118726	21.81728171	791.9130435	177.7237852	6.621483376	92.53790878	444.140665	28.84910486	198.1841432	166.6675192	11.48733581	59.15373128	288.5257425	35.37167146	15.15233845	20.21933301	25.07513327	25.81734908	244	257438.0892	8.878716933	16.66756429	0.419258716	0.633943648	-1.085187245	2.303829337	-59.35748847	-6.64822995	1.134072168	-2.451069738	-28.12288603	1.955339702	-74.35747724	-35.26307451	-1.218187648	9.356335812	-138.1982973	-1.266782719	3.886772666	-5.153555307	1.55397791	-0.109719528
Eragrostis japonica	nat	1	0	1106.108064	0.015	1.65	255.7106287	20.60443	10.96035764	22.69996989	27.38768647	17.42697724	1161.511041	260.681388	14.55205047	98.11449807	662.2082019	55.50157729	393.3343849	111.8485804	11.26854829	49.96359651	407.3707537	33.84853518	10.2348861	23.61364907	25.05713065	18.91203155	422	143365.4559	7.922598769	7.367274518	0.81965816	3.458149753	0.316159801	6.896099593	-406.7674497	-67.63010616	-9.295640223	1.722412768	-194.8748631	-35.16824387	-260.2831037	-13.07935129	-0.492907287	19.49694631	-268.3276089	0.528387718	8.554857469	-8.026469523	1.604407838	6.670874291
Eragrostis pilosa	inv	1	1	1099.976663	0.049	0.212	254.8188951	20.604433	9.208127462	11.78947382	20.88554279	2.427839632	852.7377911	135.7167543	30.79939895	51.15769179	355.637115	107.1006762	284.2524418	147.9120962	9.917585029	34.94297664	753.219076	27.34386801	-2.966986388	30.31085436	17.0430175	6.824481784	230	157671.1619	4.874417653	102.7516716	0.70474457	14.15012168	6.727517677	21.47752104	-100.7143975	43.75108096	-23.27893111	40.69928618	81.39212357	-76.53927262	-154.866476	-32.5436745	0.466186901	33.11151136	-600.028216	6.758471086	21.71786368	-14.95939235	9.48709964	18.49062533
Eragrostis tenella	inv	1	1	271.0055748	0.101236047	0.192232232	254.609265	20.60443	8.946641581	22.92280052	28.13368567	16.93638047	1685.931034	357.0275862	31.7862069	88.90420602	907.9586207	114.537931	641.1655172	190.5448276	8.786572124	42.27070386	456.2247875	33.34616779	11.25695802	22.08920977	26.16926727	19.26659667	157	194470.5597	17.37910091	47.15382358	0.58362573	3.024143851	-0.435907938	6.815670719	-969.4284682	-191.2122019	-23.1810787	-1.783894341	-506.7278503	-80.07126431	-504.2116713	-83.93969927	1.593043197	24.69252205	-292.335215	0.835883527	7.368170194	-6.532286752	0.43406601	5.895967333
Eriobotrya japonica	nat	1	0	12693.05	1443.803	6.082	244.1310211	197.923438	13.71245735	16.16365433	25.20065374	6.524405641	1388.003861	236.7027027	33.3011583	63.5024375	621.3938224	119.7915058	560.8262548	133.0656371	8.298466252	29.02517888	761.107457	30.26720012	1.310935272	28.95626487	23.2027081	7.647760345	192	161309.9827	11.174301	27.98828715	-0.053634465	7.391504559	-0.110971027	14.97162598	-540.9562449	-67.79794152	-22.53925365	13.45711799	-188.6795323	-77.50579205	-387.3500648	114.601026	2.317406813	40.55374612	-611.023271	1.180418633	14.83668398	-13.65626495	0.71633966	15.47763638
Eryngium foetidum	exo	0	0	4086.547068	0.362	0.293289267	240.6709291	187.46054	16.58439796	23.59705979	24.79183284	22.22694839	2113.831643	324.0770791	54.52332657	58.12619465	865.4016227	197.7383367	495.0993915	461.969574	9.749519515	74.78270721	105.7988924	30.29318327	16.94843691	13.34474636	23.94132889	23.11220079	244	922.863616	6.802455289	4.101969174	0.575305004	2.223972322	2.290706858	2.08336879	-1090.212598	-119.1246974	-36.5233265	15.23161223	-333.0206718	-132.7859563	-344.3851079	-183.2552851	0.113972498	-2.747196742	11.16124401	2.640149721	2.261087247	0.379063424	1.961052191	2.575101121
Euphorbia tirucalli	inv	1	1	814.7025641	14.9	4.646	235.067851	22.63826	10.48870391	21.63955383	24.58131813	18.15768176	871.4794521	179.6986301	12.97945205	78.20343502	454.5924658	50.33219178	305.0719178	79.76369863	11.96753798	61.4581467	263.8151174	30.74268932	10.82621138	19.91647787	23.44984257	18.95574786	160	243605.3893	8.091009975	16.84798277	0.491521175	3.739946294	2.419570618	5.218540624	-179.4927834	-27.20529762	-5.206118782	7.707948037	-75.23246697	-20.85219151	-167.9119156	51.87630259	-1.55120463	7.894156771	-114.2017142	2.525310708	7.384455319	-4.859144302	2.609935341	5.812696426
Ficus benjamina	exo	0	0	1702.14	25	13.551	243.3884755	15.898709	10.51864518	24.45698138	27.78009367	20.56552864	1593.988142	311.7272727	33.70750988	83.75948561	814	123.5296443	477.7549407	199.284585	9.980807105	56.49257547	291.3158949	33.50697764	14.49836173	19.00861596	26.16352268	22.34459269	118	360792.0968	6.923417244	3.430654254	0.808691466	2.171192993	0.54847792	4.198757402	-816.5595752	-115.2510797	-28.61227188	17.64457475	-336	-98.67250168	-357.659703	-151.7607755	0.700145376	11.40293452	-145.7791397	1.602546134	4.796876359	-3.194330274	0.83171494	3.308581847
Ficus microcarpa	exo	0	0	2209.782222	0.33	10	241.588023	15.89871	13.77562662	23.10068505	26.62634455	18.92362876	1902.532808	340.5800525	48.69291339	68.31717214	899.1102362	172.0787402	667.2493438	255.167979	8.258086011	53.49950977	315.9578436	31.27043868	13.99569996	17.27473874	25.60581907	20.16311894	208	471685.9884	11.98940771	7.730911788	0.29506322	3.366180215	1.496671262	5.72002211	-1227.389951	-185.9133851	-44.16910388	23.71274926	-512.9673813	-153.5549302	-535.5826775	-189.1203593	3.949453412	17.46940263	-173.3718364	4.024798728	4.080490171	-0.055691062	1.110847559	5.348785645
Gliricidia sepium	nat	1	0	675	102.534	19.81	231.0478077	115.262924	19.8576647	24.6887422	26.55144376	22.53551728	1587.471655	302.9387755	21.22902494	86.63530534	798.2131519	78.55782313	420.5578231	200.6712018	11.62592362	68.83673299	165.2127922	33.119697	16.02145004	17.09824697	25.57511964	23.88540574	126	200320.1229	7.848691955	3.606026019	0.116026303	0.123758074	-0.034777345	0.036705294	-822.8526106	-176.0340154	-4.086167937	-25.3185149	-466.4988619	-16.31972771	-240.7959158	-26.52834685	-1.535050717	-1.281043859	0.627722933	-0.524458719	1.626168521	-2.150628213	-0.279088234	0.559832642
Gomphrena globosa	nat	1	0	1926.858362	5.05	0.405297503	245.2179126	16.748802	12.31060107	21.96606712	22.9385334	21.00400047	1808	324	9.8	81.71878815	824.8	41.6	346.6	344	9.346800232	75.63169708	78.65793457	28.45200043	16.05280018	12.39920025	21.99693336	21.57906723	243	66391.01133	7.268552123	3.540047361	-0.111391152	1.411016417	1.975355291	0.395305347	-956.0416718	-161.5416689	6.658333194	-14.69766951	-408.091666	19.73333325	-148.8916656	-210.4166675	0.325421846	-7.81305685	68.7786046	2.260499191	0.326366782	1.934133124	1.996816969	1.100099802
Gossypium barbadense	nat	1	0	12584.12599	124.367	1.342	239.7713546	38.320167	9.280992209	23.56665346	24.51323976	22.57417965	1722.977273	227.5454545	86.34090909	61.12723637	618.1931818	282.2954545	490	362.6818182	10.03845729	81.26811188	80.7845864	29.796964	17.32466877	12.47229526	24.03616694	23.05660928	232	14912.5335	5.437301494	9.636130275	0.454356223	2.284834928	2.997871088	1.326217379	-963.9534712	-64.64069228	-77.81709967	23.05970887	-205.1217576	-247.0097404	-334.119048	-222.4199133	0.730391951	-12.22859107	70.5967618	4.293512722	1.120569416	3.172942592	2.423356671	2.024740089
Gossypium hirsutum	nat	1	0	6075.361125	75.439	1.82	239.4480401	38.320167	9.73952451	24.49095033	26.80632632	21.78998415	1217.602339	240.5409357	15.71052632	86.45172415	622.4473684	59.25438596	355.622807	133.0497076	12.55275706	67.20800644	206.7572132	33.80673183	14.76006928	19.04666255	25.92432844	23.46934728	155	82250.70285	11.1362164	10.05827141	0.412922783	1.795000623	1.043887468	2.739502869	-415.038237	-43.91273133	-9.941295556	12.17742404	-137.5242903	-34.76720667	-222.5458834	-45.56252823	-1.791966531	2.902426551	-71.0571206	0.661216862	4.246341066	-3.585123982	0.738919547	2.072319553
Hedychium coronarium	nat	1	0	14633.85487	13.69	1.314839324	262.2977631	95.377311	11.45299823	22.36272153	26.74355053	17.39944774	2086.828025	478.611465	24.75159236	88.65489933	1188.477707	95.23566879	699.4267516	351.9363057	8.465005689	44.25407074	382.8547929	31.76156739	11.80681294	19.95475442	25.10028302	18.92413614	216	181520.4987	13.49361857	4.269571699	0.578686937	2.164593615	-0.961143083	5.8024041	-933.9946921	-213.5559077	-13.25159252	1.946420301	-525.755478	-52.06900196	-519.9267557	-115.4363057	1.984068579	28.94659632	-278.621275	0.216210728	5.704298637	-5.488087883	-0.548431749	5.331419966
Hyparrhenia rufa	nat	1	0	475.84	0.3	2.5	254.1063752	5.923606	10.26753804	23.63767323	25.62518426	21.51820202	1220.528827	240.7693837	11.1471173	85.12474	631.2982107	48.32405567	338.0636183	256.6441352	11.56717603	66.80914943	170.530355	32.28970598	14.67419881	17.61550716	23.85339687	22.36124477	244	97971.2	8.433358936	9.92486759	0.482144466	3.493437786	2.826667521	4.151427653	-241.5510398	9.675057525	-4.436006164	19.55763508	-15.1870942	-23.10183346	-217.4636175	-134.9552459	-1.825694505	4.711111191	-58.5022531	2.172515927	6.085801042	-3.913284912	3.384751243	4.749496022
Indigofera hirsuta	exo	0	0	1194.995326	2.19	1.52	231.2866086	128.431319	12.34991012	24.81611	27.91230803	21.10316049	1257.526395	262.8295626	15.46304676	87.9716536	684.5580694	59.82352941	425.5128205	168.6606335	10.86757032	57.97756482	278.7081938	33.88759366	14.52471175	19.36288191	26.66128576	21.9943646	160	365938.3767	8.849301909	19.44225102	0.673009997	2.453227634	0.75507076	4.556668475	-345.4580155	-39.48768336	-7.847662142	8.237158432	-134.1050766	-29.04575172	-294.2136756	-43.84012086	-0.97447924	13.2059453	-155.3503268	0.768816509	6.127424858	-5.358608372	0.802104445	5.136547157
Ipomoea batatas	nat	1	0	9050	48.06155082	1.98	227.9698519	19.687487	16.06783383	23.2398695	25.00072046	21.13413672	1864.611905	331.1357143	30.83571429	76.24275673	864.4285714	114.3428571	451.4	275.5690476	11.15499663	69.02874428	158.8168607	31.40508513	14.94975981	16.45532535	24.06330333	22.4415542	422	361584.2632	8.146988218	8.032851519	0.295263783	2.168724153	1.810043374	2.64364095	-871.9035803	-113.8648794	-19.23154752	10.01929521	-314.9494092	-69.1553569	-301.2541653	-38.08988004	-1.234684132	1.573507012	-34.60743449	1.438664872	3.725240086	-2.286575242	1.310655017	2.962612621
Ipomoea nil	exo	0	0	6151	36.267	1.5	230.2184653	15.463932	7.770093209	22.76512156	25.58395988	19.71688283	1251.035346	222.7098675	25.80265096	75.69600185	584.544919	92.74521355	372.4712813	175.7540501	12.05163966	64.99224312	241.2972186	32.16295918	12.93009564	19.23286354	24.51865602	21.12966469	229	681256.0261	7.902639567	52.30184632	0.494369796	2.592428383	1.427768598	3.58359199	-507.1749494	-56.57311505	-17.08470225	8.803921362	-173.5078833	-57.9161536	-251.5425059	-27.73410757	-1.954061322	2.95965364	-86.87762737	1.107980797	5.41434889	-4.306367864	1.156795127	4.078359992
