sp	stat	naturalized	invasive	LA	SM	H	mpds	min	mpds_weighted	bio_1_native	bio_10_native	bio_11_native	bio_12_native	bio_13_native	bio_14_native	bio_15_native	bio_16_native	bio_17_native	bio_18_native	bio_19_native	bio_2_native	bio_3_native	bio_4_native	bio_5_native	bio_6_native	bio_7_native	bio_8_native	bio_9_native	year_p	Area_p	euclid_p	F_pres	nmi_p	bio_1_p	bio_10_p	bio_11_p	bio_12_p	bio_13_p	bio_14_p	bio_15_p	bio_16_p	bio_17_p	bio_18_p	bio_19_p	bio_2_p	bio_3_p	bio_4_p	bio_5_p	bio_6_p	bio_7_p	bio_8_p	bio_9_p
Aristida adscensionis	inv	1	1	70.2	0.606	0.304	255.1188239	19.521018	9.197524523	21.17719749	25.12839371	16.51171696	548.2293907	117.3243728	4.940860215	87.51376005	301.3458781	20.71326165	185.4050179	71.21146953	13.89925799	59.06903091	355.9466818	32.51225854	8.288005071	24.22425347	23.23096689	17.98166328	229	211764.3141	6.726941515	46.88346576	0.467128934	4.728821088	2.525815165	7.284158531	156.2706121	55.49380917	0.948028646	6.669674461	114.2399794	3.811990954	-49.90501772	13.88954078	-3.078130112	8.693213341	-197.4670767	1.859963638	10.06047985	-8.200516238	3.313730067	7.082730655
Artemisia vulgaris	exo	0	0	2373.93	0.144	1.377	234.1739613	37.886161	14.51068641	9.500318816	17.13261212	2.191795459	819.0060484	96.1797235	44.20218894	24.95069598	267.0423387	148.7456797	210.9547811	198.3093318	8.289395437	34.10008195	612.3942484	23.11586085	-1.476947943	24.59280881	11.23823453	7.721842238	120	381330.2927	7.527388165	109.0122244	-0.069182293	16.5984313	10.62738773	21.87153767	-57.27271709	67.6869452	-32.76885571	61.52476979	148.8909956	-105.812346	-91.42144714	-70.74266462	1.765882102	34.18980071	-460.7239992	10.85413923	20.6869476	-9.832808578	14.95065421	18.02649112
Artocarpus altilis	nat	1	0	80944	5898	13.47	243.338353	28.388399	9.721040346	25.68992709	26.25544016	24.95526475	2603.278689	355.6803279	105.5081967	41.66548945	974.4344262	357.3032787	660.4754098	590.5655738	8.159829413	82.01327043	55.14531767	30.78857455	20.77094997	10.01762458	25.64359554	25.45165282	259	26874.88614	7.910803279	9.979759803	-0.587011185	-2.62214907	-2.172106577	-3.251931466	-1347.278664	-110.0803309	-85.77486361	34.07166876	-336.7677697	-289.6366119	-465.0754053	-364.8989051	0.921281732	-11.94699769	44.1951845	-1.141908211	-4.124283439	2.982375228	-2.526929127	-2.362763893
Artocarpus heterophyllus	nat	1	0	6877.84	9491.546	14	242.6705711	84.927726	16.51276405	24.60125214	27.0440763	21.74011748	2089.619687	432.2348993	37.53467562	78.84122143	1084.93736	139.8255034	538.3378076	367.409396	8.891835918	60.48627069	217.7540851	32.17905253	16.16747982	16.0115727	25.51555214	22.75043975	360	37403.25478	7.173146987	3.98836595	0.54709525	-0.907998075	-1.92582218	0.090834751	-1000.619682	-225.7587069	-19.98705665	-7.918842894	-545.1516503	-75.444551	-342.24257	-114.6474933	0.801814873	8.416475782	-81.33358771	-1.155242827	0.687282194	-1.842524869	-1.532615686	0.872972926
Averrhoa carambola	exo	0	0	2378.868631	0.60396	8	242.6213612	91.338587	17.07976735	23.96410847	27.08750449	20.13241126	1932.427184	315.9708738	46.6407767	62.39867886	854.0776699	171.0776699	646.9029126	336.8834951	8.035168037	57.94692912	289.2097531	31.53841258	15.33365619	16.20475647	26.32819194	21.12395271	224	219748.6469	5.951532872	9.38520182	-0.056380652	1.954525471	0.06110658	4.305551588	-815.5105025	-86.80420712	-32.05744325	18.93909748	-259.7721177	-118.2443361	-484.7362475	-60.772387	1.310896849	14.767118	-177.1579692	1.011587138	4.28301052	-3.271422833	-0.413377152	5.017251172
Azadirachta indica	inv	1	1	675	232.758	15	242.5922827	93.484964	11.57530588	26.20770297	30.86688391	20.98218377	1071.424084	294.3333333	4.633507853	113.7152802	707.7434555	25.67888307	213.1762653	148.0104712	11.46258422	48.77358614	397.6072559	38.16308728	13.61129324	24.551794	27.39591619	24.3592081	76	245485.8465	5.80651462	26.41914094	0.644611977	0.864519104	-2.389260555	4.687415231	-141.2203789	-61.85185284	1.403529208	-11.68491852	-133.2804954	-0.289994302	-104.2873766	19.21175051	-1.243911386	22.98117164	-282.2541117	-3.420494994	6.774817752	-10.19531239	-0.41505188	2.58384748
Bauhinia monandra	exo	0	0	20868.46955	199.8	5.1816	234.4210325	25.613708	11.99392486	24.88750057	26.50385882	22.47205168	1501.233333	360.7666667	15.13333333	105.3236776	919.1	59.76666667	645.4	71.93333333	11.5090109	68.52397334	170.700189	32.47995122	15.66141925	16.81853199	26.22796987	22.86026624	173	182878.5521	4.872981404	11.60709727	-0.941769202	0.414582825	0.280585416	1.042948373	-626.7000036	-168.9166651	-4.866666671	-19.916863	-434.7	-20.10000006	-490.733334	87.91666743	-1.444288651	1.213321813	-35.58321832	0.416715018	2.748580742	-2.331865358	-0.633803113	2.138066832
Bidens pilosa	nat	1	0	463.61	1.805	0.9	230.5243485	10.030346	7.791477767	20.14732338	22.51815104	17.41626546	1273.320051	226.8226221	26.14781491	77.05821128	596.8316195	97.03341902	367.3881748	186.3033419	12.6911192	68.11875201	209.6440667	29.65918891	10.31780997	19.34137892	21.52362144	19.08582429	292	173553.2216	6.193899297	56.05826495	0.541188562	4.849925543	4.176774158	5.462901182	-511.9738984	-61.66877544	-16.53243029	5.586429492	-185.5463638	-57.98854725	-215.4234316	-62.83539298	-2.278298705	-0.636396118	-51.74120441	3.465811293	7.342446418	-3.876635234	4.008910519	5.297295404
Boerhavia coccinea	nat	1	0	2521.329349	1.142	0.384641448	246.7781101	86.020246	9.252208277	20.85495732	26.21707968	15.31193948	737.4560847	142.352381	14.80740741	75.95931523	366.5269841	55.26349206	245.6603175	97.22010582	13.99796735	56.37982203	446.8545726	33.86408124	7.577181414	26.28689985	23.63924546	19.22532747	244	657187.2748	6.960641297	26.42454608	0.668691851	5.477492332	1.769283995	9.086882093	4.079271345	34.06175946	-8.847811482	15.31405152	64.48311349	-29.92005773	-117.9027413	41.49706608	-3.507984197	12.49336229	-297.6215199	0.589454017	11.55716214	-10.96770804	2.994256345	6.549083182
Boerhavia diffusa	inv	1	1	1686.018789	2.473	0.38264927	246.629122	86.020246	8.419253764	23.37397745	26.28183818	20.08067342	1126.140449	215.1797753	19.47752809	82.55587304	559.8876404	73.33146067	369.9101124	158.9101124	11.8279183	63.14302801	254.954274	32.71095924	13.32487519	19.38608406	25.04581611	21.75329829	175	297940.9756	10.81850198	27.64937076	0.474119085	2.636074734	1.388458686	3.884618089	-397.4143788	-41.88934697	-12.07818817	8.358057763	-137.541105	-43.3149588	-241.9200136	-47.471169	-1.53273122	4.993729375	-102.0426546	1.30554227	5.525289769	-4.219747494	1.430971607	3.734050395
Bougainvillea glabra	exo	0	0	4174.107927	36.29084545	15	246.5023697	13.738748	9.056812964	20.55013235	22.87582608	17.89310918	1440.155	217.785	45.21	52.08991786	594.23	161.545	479.115	243.235	10.72531615	65.37067711	206.5262097	28.46974549	11.65174846	16.81799703	22.0826429	18.63257733	243	40794.75507	5.950930711	25.65405461	0.575085041	4.069411206	3.332308841	4.614827435	-660.6788124	-64.04690594	-33.2576191	24.67617989	-196.6347601	-114.8307144	-252.4245247	-142.3659513	-0.063808325	3.048182101	-51.77904152	4.129064027	5.316108557	-1.187044537	3.493547636	4.567621049
Caesalpinia pulcherrima	exo	0	0	11289.10831	181.82	5	231.8856849	55.328889	8.217012528	23.89087419	26.9709608	20.38362861	1088.942356	233.1528822	14.07769424	94.4897736	608.0200501	52.09022556	391.6140351	87.76441103	13.91594476	64.20058104	271.9288626	34.61488	12.48758843	22.12729156	26.09248009	22.6821131	237	273303.6012	9.276999264	23.69664427	0.441782357	2.086192226	0.514811543	3.760002926	-289.9586143	-58.89271892	-4.508588523	-11.00838904	-169.4509434	-13.43981901	-236.5083436	48.76404394	-3.635118273	5.519114729	-132.906274	-0.87666848	6.41810262	-7.29477114	0.390853269	2.596342171
Calotropis procera	inv	1	1	17989.73191	8.802	6	227.7389434	12.876662	7.673224142	25.12317079	30.38335744	19.27844208	493.6402049	141.9769526	2.259923175	105.2578348	333.3085787	11.85147247	112.9180538	62.57106274	12.88173753	51.11215064	453.756611	37.9195221	11.51140366	26.40811844	24.98901094	25.40346784	150	233478.914	9.041262804	90.27774903	0.451709071	1.024604788	-2.68323223	5.011240479	293.392378	44.33883639	4.369149502	-11.98561485	128.3229984	14.92797607	28.22229688	49.83996482	-2.430630638	18.44165896	-313.1950655	-3.860625013	7.42268153	-11.28330646	1.563369931	0.13546278
Carica papaya	nat	1	0	39553.88	22.164	6.045	243.4784395	37.081704	11.89718947	23.49705649	25.44439783	21.26212491	1650.741525	272.8440678	40.57542373	66.66153595	724.370339	144.790678	454.6355932	291.8161017	10.88251709	69.10908668	172.9123523	31.44387596	15.18003704	16.26383892	24.52703476	22.33543495	422	73811.94342	11.57402833	19.02874365	0.59936405	2.462215221	2.023920488	2.900938032	-788.9847703	-86.51073398	-30.74659492	18.62468038	-252.136103	-106.934822	-322.2662237	-102.8971835	-0.641150784	0.733739342	-35.52356899	2.224592725	3.723566513	-1.498974055	1.515307602	3.637838459
Casuarina equisetifolia	exo	0	0	11	2.685	21.193	243.1564444	218.137297	20.51552362	24.31423405	26.67817153	21.50318805	1780.992157	298.9333333	50	63.51882608	799.9098039	180.545098	536.2941176	306.2117647	8.250321588	60.72618068	210.8568588	31.14769443	16.75855198	14.38914249	25.69883051	22.42917522	218	172827.3613	6.450317008	3.964304384	0.677708983	3.052710073	1.894050609	4.374589808	-784.6588317	-62.46666768	-43.39999986	37.45271933	-201.3098039	-155.2117645	-385.5607833	-150.2117662	0.972456064	12.50808904	-101.9583801	2.938971673	4.634781457	-1.69580905	1.951169111	5.321936005
Catharanthus roseus	inv	1	1	2098.713995	1.415	0.50967692	228.77099	26.681466	8.143425577	22.39172558	25.09322725	18.93456339	1360.592593	262.7592593	27.57407407	82.8955117	704.5185185	104.1851852	659.962963	142.0185185	11.93182582	64.30970588	257.2064907	30.81913634	12.32917545	18.4899609	25.02062808	19.7631567	244	138808.3937	7.218195274	29.31101795	-0.379848577	3.295774246	2.072918735	4.924637923	-542.7280096	-81.44676021	-18.07407405	2.57040434	-251.6018515	-67.95601857	-530.6087972	47.6793985	-1.905089698	5.801660635	-120.0152741	2.497530206	6.621866193	-4.124335817	1.042392804	5.858544782
Cenchrus ciliaris	inv	1	1	225	1.024	0.909	254.5583656	12.035007	8.935547864	21.71173614	26.16893697	16.39439262	453.8030113	98.28607277	5.229611041	86.14524925	244.6072773	21.48933501	162.2521957	47.13801757	13.59044738	56.40024605	403.3934181	33.35250311	8.47529059	24.8772125	23.02319046	19.81865295	168	280470.487	9.222284769	83.10198252	0.551201304	4.102276515	1.356200541	7.33167984	271.0319729	69.61161686	1.945306442	1.614811128	167.4026222	8.21363548	-19.19939011	59.74977114	-2.979583829	11.64491385	-246.549643	0.695681629	9.928339771	-9.232658131	3.399911892	5.195153423
Cenchrus echinatus	inv	1	1	2181.65708	17.2	0.346329724	254.3870266	12.035007	8.917380703	22.01211768	26.13001666	17.41160016	1076.427699	194.7678208	27.36252546	73.72315557	510.4704684	99.68431772	362.8594705	145.8594705	12.86681619	57.45567975	358.0338816	33.10151292	10.11842115	22.98309176	24.41740457	20.48264855	244	252899.4591	9.257671782	44.64765903	0.591884187	4.242352033	1.646447942	7.029915123	-251.9973924	0.377634326	-19.01101032	18.58364298	-28.20379779	-66.38734788	-234.4897736	-16.83522796	-2.748987856	12.2431096	-220.9162685	0.863941281	9.23733637	-8.373394798	2.021080277	5.502199783
Cenchrus pedicellatus	nat	1	0	1026.336624	0.571995088	0.78799517	258.4411477	12.035007	16.09623001	26.9344308	29.98608311	24.4062633	961.2913907	245.3245033	1.59602649	113.306124	615.3509934	10.31788079	146.3907285	275.6721854	12.39821564	59.96482699	227.7204594	37.48096553	16.44943901	21.03152657	25.98936541	25.56466493	124	125439.6314	18.30549326	16.08204426	0.28994002	0.073832974	-1.673861014	1.389847806	87.24195278	7.808829513	5.220640268	-13.1473117	11.08234708	16.4321193	-22.84072914	-66.68885232	-2.479465592	13.36625059	-124.4281293	-3.254298605	4.155560871	-7.409859616	0.727023384	1.61116877
Cenchrus polystachios	inv	1	1	1157.205451	0.411735725	0.596327972	256.1492681	12.035008	14.98954883	23.85447416	25.76782618	21.87341627	1445.083333	300.6	20.08333333	85.59915428	745.85	81.15	375.15	282.8833333	10.43176481	67.0347304	161.3055764	31.73504764	15.9423892	15.79265846	24.07682658	22.83848471	216	95321.66963	7.817869491	3.172952599	0.563369125	1.940397387	1.581319127	2.179575301	-513.0320591	-73.24102408	-13.16025645	11.65348138	-185.106404	-51.99615399	-264.0987183	-74.70384699	0.0075515	2.831662173	-26.31677807	2.070080308	2.844790384	-0.774709645	1.916335868	2.858523865
Cenchrus purpureus	nat	1	0	2151.187383	0.713830876	1.411591657	254.3770574	12.035007	10.11546158	23.76840324	25.38213559	22.02561859	1350.038136	240.5338983	15.40254237	75.31114702	627.7966102	67.46610169	313.6101695	342.7161017	10.70450138	69.85716315	138.7666808	31.71988136	16.02647455	15.69340683	23.67544063	23.01204228	153	149751.5131	9.365354108	8.994074487	0.487800869	1.874763341	1.937864339	1.642159277	-568.8781332	-55.76056609	-7.362542421	15.87433058	-175.703274	-35.47943498	-178.7168365	-245.4361016	-0.249279134	-1.764600136	11.32362854	2.06278549	2.368191965	-0.305406645	2.286559568	1.900179853
Chenopodium murale	inv	1	1	316	0.621	0.466	246.2636348	87.322517	8.786790645	13.7772385	21.3144557	7.042545044	601.0733333	77.58666667	22.42	38.8861597	211.3511111	86.56222222	110.4555556	169.3111111	10.26434443	38.90676943	586.9420977	28.60657439	2.186873993	26.41970042	12.43032178	17.01118783	244	35159.95341	6.699397678	42.91565423	-0.240938158	10.37874417	4.54409136	14.82027536	114.9779503	50.13128049	-7.702051196	29.40025745	119.5976053	-30.71606794	57.10854662	-25.84957294	-0.268617846	27.78694354	-419.2931367	3.342143902	14.8054336	-11.46329008	12.33078926	6.641376294
Chloris gayana	nat	1	0	3019	0.307	1.27	255.9724836	4.805397	21.58429117	20.54756396	23.42853236	16.99410874	794.2390244	141.5073171	13.70731707	73.06382161	375.3609756	52.16585366	289.9756098	84.82439024	12.40573475	62.21943689	266.0563797	29.76642559	9.414270354	20.35215529	22.53294129	17.57391273	144	203442.176	9.178760867	6.138708633	0.51801685	5.619380546	4.335912374	7.164780268	31.09430081	18.29268293	-2.373983581	0.536785693	45.30569004	-4.965853468	-168.0422754	106.3756082	-2.514068143	6.745849367	-114.3853004	3.893574636	9.812395905	-5.918821702	3.328169776	8.973864825
Citrullus lanatus	inv	1	1	8834.419566	77.424	0.965	242.7725733	40.276678	11.91284131	20.36997737	24.56228571	15.61141441	683.8591549	126.2887324	7.246478873	72.48583426	328.2887324	30.07746479	200.3591549	154.5	13.06054276	57.31871377	368.460232	31.36810128	7.898754523	23.4693467	21.31313276	18.28693372	422	445711.8761	5.300203673	13.10042744	0.501017175	6.508120754	3.883868376	9.515081396	98.67931365	62.35229286	-0.554171071	21.33342304	132.4805019	-1.18002861	-88.48735942	-20.96154096	-2.500072617	12.41005187	-231.0977539	3.608822441	11.87560452	-8.266782832	5.75866204	8.202382482
Clitoria ternatea	nat	1	0	3879.350718	47.29	0.549348726	233.0011338	29.505945	8.526886759	24.27860329	26.06846609	22.12406428	994.0080645	216.983871	11.08870968	88.93898066	530.2822581	48	321.6935484	145.3225806	10.75155899	68.67957257	162.6221594	32.06256948	16.23264966	15.82991978	25.05010523	23.0900461	243	450041.7413	7.522116946	7.826564961	0.564297921	2.358992772	2.027894079	2.823636948	-135.8586378	-17.70800837	-3.594456831	3.712126803	-37.19030229	-17.11494229	-192.8774555	-6.104189819	-0.306252494	2.264734563	-32.61616648	2.346626124	3.375396277	-1.028770515	1.805450334	3.231984594
Cocos nucifera	exo	0	0	18166.75	503988.826	18.28	261.9974096	16.57905395	28.19726716	24.81651485	26.21700042	23.14158247	2122.507177	321.3588517	69.18660287	54.05639143	870.0191388	241.8038278	593.6315789	413.4066986	8.08809815	71.37973601	125.9481973	30.6386133	18.71453203	11.92408128	25.48286268	23.82495685	422	401771.9869	5.063764822	14.87618493	0.514344453	2.064889492	1.950591944	2.324158581	-1148.359028	-95.21070112	-60.37178793	39.21403511	-300.3524721	-207.544569	-453.6315791	-203.5733676	1.644154819	1.142627864	-13.62084346	3.303979317	1.665097533	1.638881727	1.334729731	3.12349981
Coffea arabica	exo	0	0	3760.28	189.904	4.57	228.6400441	14.1550516	8.319338159	19.83647356	21.42874994	18.06525926	1268.098039	225.745098	23.94117647	67.11716929	564.7254902	94.43137255	344.3921569	251.9019608	12.33306916	71.32897074	138.6561127	28.39982676	11.04823528	17.35159154	20.42267863	18.66503108	244	43395.2727	6.143070636	12.72371307	0.420355594	3.994915424	3.848287104	3.989184989	-240.6091395	-14.90065427	-11.0967321	14.78158076	-18.4588276	-49.49803966	-168.9921547	30.58693133	-2.123624792	-1.829079841	-6.582188999	3.091284486	5.709542319	-2.618257953	3.651395289	4.864598439
Coix lacryma-jobi	nat	1	0	4674.509337	51.334	1.288815976	257.2527098	16.25939	22.73112179	19.03744564	26.0756571	11.11457433	1560.569024	305.5016835	29.06734007	73.27570804	790.2929293	106.9191919	608.6094276	161.6329966	8.364643842	34.66189668	611.2869901	31.05247146	5.790751462	25.26171997	23.98018095	12.52010113	234	342118.9243	9.508643289	9.972480239	0.607528883	5.980147113	0.359528012	12.19190734	-600.3467844	-85.390569	-18.4006734	17.95249732	-243.0151532	-65.9747479	-493.6649823	11.64478072	1.166837424	34.60382751	-483.4916772	1.358639736	12.82591485	-11.46727573	1.019819046	12.78730624
Commelina benghalensis	inv	1	1	3.179104934	1.8844	0.349065782	261.2779803	12.251917	8.9847197	22.78361306	26.21078871	19.04603723	1221.196825	247.6920635	17.1031746	82.85882667	626.0396825	67.5952381	316.952381	235.8142857	11.00098063	58.17926895	292.528918	32.58731907	12.37487365	20.21244538	24.04522139	20.62246436	145	212446.8224	8.070269567	32.53202226	0.636439285	3.452646857	1.521751007	5.350259041	-400.9230148	-60.04126914	-8.765873031	5.545598952	-156.4642829	-33.76984127	-185.7301587	-76.63968272	-0.975220078	11.42590603	-154.0033817	1.259109462	6.985840615	-5.726731173	2.409805097	5.463580657
Cosmos sulphureus	nat	1	0	1160.505818	6.85	0.74201781	230.5201926	12.453262	8.305646625	22.0382374	24.55079253	19.21824893	1109.673973	231.969863	14.20821918	94.99286791	615.9808219	54.55342466	390.1068493	113.2438356	13.95006718	67.90064406	219.8543026	32.32502689	11.20795619	21.11707078	23.70659477	21.15376832	142	90902.84749	9.361834692	10.2733753	0.652975935	2.543163511	1.56466641	3.398176129	-203.4131017	-57.57855933	0.21207068	-21.7705321	-167.3721256	1.040778877	-184.4691689	33.75616434	-3.712869039	1.119143773	-74.86618543	-0.035171595	6.148565498	-6.183737176	1.399202541	2.780048173
Crotalaria retusa	nat	1	0	75	21.918	0.866	233.4282876	8.744569	8.026676857	26.23274147	28.88249346	22.85239374	1485.641148	339.6507177	21.73684211	98.14190265	843.9138756	82.62679426	381.8899522	208.1052632	11.14555315	61.10813897	246.0811011	35.03334259	15.83300486	19.2003377	27.46159063	23.76439894	218	118758.4737	8.719472326	30.88687843	0.556962002	0.682405526	-0.600467283	2.489436342	-557.5391884	-115.3213064	-15.08194017	0.040060833	-283.992306	-55.78365695	-259.6938731	-53.97585139	-1.154866826	10.18709975	-125.7072587	-0.698048629	4.37562252	-5.073671027	-0.536296535	3.104293772
Cryptostegia grandiflora	inv	1	1	4593.138961	8.57	1.728839889	227.2329958	42.482089	11.91708839	24.48434435	27.34504788	20.65746989	737.0357143	179.4285714	7.321428571	100.6478321	465.6785714	27.71428571	419.9285714	34.57142857	13.89248661	65.94105203	281.7085939	33.80785738	12.69526829	21.11258902	27.31117902	21.38028104	144	299647.3364	10.04708762	42.85236623	-0.061730447	2.782761007	1.469718349	5.027325343	117.9818253	42.82581547	-3.470551393	4.662340881	75.29511198	-10.05639123	-323.1303261	104.9724305	-3.095849247	4.625018328	-155.2957968	1.642142281	7.349468471	-5.707325896	-0.122582701	5.596473199
Cryptostegia madagascariensis	inv	1	1	3453.723252	6.57	1.842184881	227.5555995	42.482089	11.85162431	25.76459356	27.61830279	23.01321932	1124.846154	318.8461538	4.307692308	120.0286865	781.7692308	18.5	556.9230769	21.03846154	12.23716501	68.20554293	195.9578171	33.65938289	15.60606502	18.05331788	27.42930493	23.37801603	69	324861.7554	6.429752257	30.77845217	-0.305845194	2.086100774	1.516512049	3.646039841	-231.6461518	-88.21282026	-1.263247858	-14.28084157	-214.9803376	-4.977777767	-484.2341887	185.939315	-1.483368656	5.531694745	-94.02751287	1.931727972	5.308379525	-3.376651172	0.063287755	4.545502403
