sp	stat	naturalized	invasive	LA	SM	H	mpds	min	mpds_weighted	bio_1_native	bio_10_native	bio_11_native	bio_12_native	bio_13_native	bio_14_native	bio_15_native	bio_16_native	bio_17_native	bio_18_native	bio_19_native	bio_2_native	bio_3_native	bio_4_native	bio_5_native	bio_6_native	bio_7_native	bio_8_native	bio_9_native	year_p	Area_p	euclid_p	F_pres	nmi_p	bio_1_p	bio_10_p	bio_11_p	bio_12_p	bio_13_p	bio_14_p	bio_15_p	bio_16_p	bio_17_p	bio_18_p	bio_19_p	bio_2_p	bio_3_p	bio_4_p	bio_5_p	bio_6_p	bio_7_p	bio_8_p	bio_9_p
Opuntia dillenii	nat	1	0	1060.29	21.92	1.039230485	242.9992951	11.82202	25.13881924	24.30272174	27.57416807	20.44198671	1040.408163	189.1020408	25.90816327	68.47232908	480.4897959	93.34693878	337.5	126.5204082	10.99843394	59.42208356	293.4462805	33.62724693	14.35777363	19.26947329	26.39093873	22.44560287	140	266207.2156	12.28130722	5.67434949	0.571720732	1.61563161	-0.028533391	3.390552852	-214.3843596	-21.72109098	-14.14625858	5.241446553	-52.46598676	-47.75170084	-171.4523817	8.074829569	-0.912918169	10.08378317	-138.4484369	-0.070104268	4.520797884	-4.590901861	0.255886652	3.023841537
Opuntia ficus-indica	inv	1	1	1060.29	13.63	3.04	243.841159	11.822018	10.66859888	18.1693978	21.47971236	14.31718891	644.3289474	144.9561404	6.035087719	93.92962926	380.1929825	25.70175439	247.6096491	45.38596491	15.88741232	63.38463214	294.2686162	30.32055278	5.084657186	25.23589565	20.43740257	16.5653175	231	152456.7572	6.339415947	20.14671495	0.260929632	6.711789117	5.235944097	8.377760674	5.004382266	-9.198565749	2.540669784	-13.66726305	-33.64753069	9.055821473	-77.06419527	33.34130781	-5.475543616	3.306988769	-126.4792201	2.703689444	12.31534269	-9.611653301	5.047950895	7.257914807
Panicum repens	nat	1	0	675	0.75	0.548	254.9505285	5.988304	19.57835166	22.30836427	25.70288362	18.58380801	871.2898551	172.9782609	8.557971014	85.26888159	441.8695652	37.83333333	192.1449275	224.3188406	11.3246241	57.80408558	295.1548989	32.10787674	11.89567467	20.21220209	22.08276954	21.77331959	219	570747.9777	6.710104988	3.541240305	0.560817668	4.911774594	3.139708934	6.80045121	-209.5120739	-18.08937156	-5.335748806	9.364695121	-50.86956013	-21.88888876	-79.1449269	-143.4299505	0.241579657	13.83704423	-155.2128525	3.636567793	7.643214257	-4.006646336	5.453341657	4.569273285
Parkinsonia aculeata	inv	1	1	675	109.858	5	231.7569418	17.037366	7.612074499	20.39910243	26.39774604	14.16678342	696.1474531	116.8114388	20.2922252	64.55580495	299.7399464	73.15638963	221.6353887	116.6577301	13.56858224	51.97733482	500.2082792	33.87224412	6.752356567	27.11988753	23.38065859	17.98098036	227	493715.8164	6.097242268	164.3539961	0.656447297	6.205385402	1.97527482	10.32422348	-27.39120499	34.69481136	-13.71305857	23.81127612	78.62463692	-46.00430622	-88.44580487	-33.94523024	-2.643078722	16.59319748	-341.1681245	1.120880856	12.26639341	-11.14551248	3.817466377	7.873776579
Petiveria alliacea	nat	1	0	7083.160566	13.54	1	246.6747822	142.881595	9.113346195	24.16791876	26.0925327	21.91982485	1597.737676	269.6778169	34.7693662	69.63497384	710.8309859	127.9137324	434.2869718	253.346831	10.87744431	69.26444618	172.6486547	32.08534817	15.85106375	16.23428444	25.19443595	22.96011838	293	404226.0808	8.866765206	24.09497694	0.70737336	2.336277867	2.030655697	2.814957702	-715.8318838	-64.35897588	-27.15342419	24.44084609	-190.2875067	-97.67460221	-315.5333484	-77.82509171	-0.422311488	0.260925616	-34.66364058	2.382042969	3.496762315	-1.114719322	1.367520664	3.413553066
Physalis angulata	inv	1	1	3628.889433	0.56	0.526217867	230.6056741	25.279264	7.813048483	24.00738656	25.74063527	22.1108153	1688.27896	253.9125296	47.8321513	60.83305389	690.9834515	169.4018913	420.9621749	362.7021277	10.48916855	71.55718672	149.9869992	31.55230391	16.26054751	15.2917564	24.88886738	22.95027802	244	756804.1574	11.58992722	45.07555271	0.554257848	2.583763283	2.430359602	2.630463751	-927.7130692	-76.1102045	-40.96393421	32.08142011	-245.3284123	-141.2778603	-306.0590746	-220.2292597	-0.093432128	-1.371996166	-9.580383921	2.907386052	3.298754844	-0.391368822	2.024052507	3.453791902
Physalis pruinosa	nat	1	0	2167.641004	0.855	0.6	228.7891311	35.133112	22.23786241	23.38031256	25.70378836	20.94092833	1077.824324	236.7567568	6.094594595	103.1979231	614.8108108	25.18918919	323.2162162	65.55405405	12.76294591	67.42841664	194.7690855	32.81856081	13.60000454	19.21855634	24.73854133	22.50075824	173	176038.7891	9.018666551	5.804197873	0.249021433	2.693993166	2.253433627	2.761294112	-494.790993	-90.49008958	-1.361261269	-7.845064359	-265.7441421	-6.489189094	-207.682883	-15.65405396	-2.156001444	-0.719983106	-20.90831361	1.731439194	5.006662409	-3.275223477	2.3259034	2.596463902
Pithecellobium dulce	nat	1	0	2575.013273	65.671	20	227.844909	23.50361	11.49014005	24.27609029	26.78914161	21.48970672	1113.620743	219.5588235	16.66718266	86.84190133	569.3978328	64.89473684	334.5665635	159.3529412	12.80930898	67.95439063	218.3471313	33.81450126	14.25108297	19.5634183	25.66605279	23.42162136	62	424903.934	12.34515876	18.65652741	0.547346721	2.738866748	1.8721119	3.773968627	-258.8856998	-26.20839566	-8.923593005	3.397125936	-75.71407396	-32.98020686	-232.3956239	-9.224736171	-2.500904472	1.998812132	-79.37122558	1.042763579	5.803617933	-4.760854172	1.216140949	3.675956978
Plantago major	nat	1	0	4852.23	0.22	0.167	228.2138834	102.320484	7.91736923	7.125305671	16.7429735	-2.265984699	755.4889457	96.62397604	35.91649784	32.33454163	265.2338589	121.1193517	216.5871576	169.8719281	8.457638406	29.76348377	776.3266868	22.92194037	-6.523006843	29.44494722	12.7228903	2.860602289	188	161754.1857	7.262234181	103.6183732	-0.165582113	17.45524996	9.553758454	24.68886038	76.4914477	57.70935669	-21.72041963	41.92896341	139.3935906	-68.29582297	-10.410688	-30.22486941	2.441708002	37.67180214	-617.6138996	9.999627774	23.27790873	-13.27828051	12.45782874	20.58482252
Plinia cauliflora	exo	0	0	324.53	3.992292574	4.268940471	238.9783689	45.056939	8.939291607	20.93161994	23.62976244	17.84163261	1516.935484	228.7204301	48.30107527	52.00936165	624.4677419	171.1397849	530.6129032	220.0107527	10.85667525	62.25664775	239.6970968	29.19939393	11.46779599	17.73159791	22.88338807	18.34838321	191	7776.02304	7.100338462	17.55246015	0.099002475	3.684793868	2.649025689	4.729074541	-712.571842	-67.44770353	-38.3616814	24.20536315	-203.2859182	-133.6852395	-333.1886603	-40.1622683	-0.669806665	5.441677325	-87.2881536	3.191515266	5.847355309	-2.655840532	2.350450447	5.332424769
Prosopis juliflora	inv	1	1	29.84625	38.377	10.058	229.9422652	57.250983	8.107096771	24.26259212	26.58488467	21.70435427	1029.253472	204.1111111	12.5	84.71675477	515.7256944	52.10069444	286.7152778	154.28125	12.32380254	70.31332187	201.2122712	33.24683676	14.78258692	18.46424986	25.64168595	23.21035687	118	437144.3548	9.543863651	17.53179877	0.44471877	2.30427301	1.706208766	2.834446439	-403.0947416	-52.55026415	-8.29894182	11.37896804	-142.4558527	-34.3176257	-166.1703042	-74.51934489	-1.526227584	-1.47211833	-48.37278274	1.561629045	4.292545355	-2.73091645	1.42850808	2.761777098
Prosopis pallida	inv	1	1	29.84625	45	24.331	229.3997165	57.250983	8.842901175	23.43849313	25.25960823	21.76100377	450.6666667	110.25	10.125	110.7190584	258.4583333	34.375	239.8333333	40.45833333	10.18873157	72.36867237	146.0657047	30.49688832	16.34585131	14.15103694	25.12832201	22.16106451	120	193124.3356	8.244216142	13.80218718	0.265516111	3.184711587	3.229957969	2.666638399	185.2357724	44.31910668	-5.336382127	-15.43300202	116.005082	-13.59451213	-109.3780497	6.070121564	0.793043503	-4.936166833	18.74667475	4.712054512	2.56715661	2.144897902	2.24444235	3.40072396
Psidium guajava	nat	1	0	3048.58	10.326	9.134	239.7082181	42.881257	8.242965044	22.53184765	24.40611891	20.34654602	1541.21409	257.5205855	36.44373285	71.78353613	685.2186642	132.6559927	424.2406221	264.4492223	11.62358211	70.93239082	167.6176651	30.88636034	13.87688408	17.00947627	23.55267592	21.57572834	293	57160.97434	6.79600825	37.00173031	0.64448334	3.583893183	3.350516867	3.870274957	-749.2696439	-84.48817906	-27.72614026	15.16573115	-243.0797749	-98.65599275	-286.2035853	-119.2223692	-1.055603732	-1.296885676	-22.29879768	3.219657942	4.956912214	-1.737254119	2.817540289	4.180444448
Ricinus communis	inv	1	1	21322.7576	332.116	4.966	236.9860563	64.349192	8.382414582	19.87098092	21.30441013	18.65869236	1023.576923	205.1923077	12.38461538	81.88312677	518.2692308	53.11538462	228.1538462	235.1153846	14.08383329	75.73741003	108.3838466	29.1627691	10.53153856	18.63123035	19.68515385	19.21512813	293	108387.5656	7.474960968	53.49839894	0.094367964	6.352070433	6.603964659	5.60872068	-231.3530452	-25.7594713	-5.096058199	8.571701405	-62.45828694	-23.82682729	-107.5518567	-107.0905084	-3.755723813	-6.979972852	40.31334788	5.039718079	8.577914058	-3.538195667	6.849091711	6.785700999
Rivina humilis	nat	1	0	4885.023963	3.203	0.6	246.8594849	142.881594	8.384326651	22.07563514	26.20670224	17.46146537	1182.582176	197.3217593	31.46643519	62.58274498	512.8148148	113.9108796	354.6232639	175.1927083	12.05777392	58.33015932	358.2648807	32.75834102	10.6438482	22.11449283	24.78797616	19.17300098	422	357221.8266	7.975784611	46.76387605	0.549726552	3.69112672	1.271684288	6.185794986	-430.6187025	-43.53180485	-20.43903797	14.11621471	-121.5454096	-70.73736353	-213.7967797	-35.50777683	-1.996168149	9.706679155	-199.4512186	0.806499091	8.079439514	-7.272940346	1.445889869	6.317866555
Saccharum officinarum	exo	0	0	24907.09492	0.4	2.691	256.2647573	16.2589268	25.00591836	21.64963027	24.68905258	18.11904694	1835.882353	295.8235294	64.52941176	50.53925071	783.2352941	225.2941176	695.4705882	265.2352941	8.224080563	55.55681677	267.2725778	28.79464755	13.22439365	15.57025393	23.15720923	19.85719204	178	311156.0806	6.543250151	6.772567798	0.438670642	4.851064327	3.468354861	6.810583021	-938.0490145	-83.71241872	-59.14052301	48.61038333	-246.0686275	-204.905229	-603.2483672	-36.90195697	2.292123159	13.78272689	-135.9504864	5.833130182	6.064495124	-0.23136497	3.371494779	6.743733406
Senna siamea	nat	1	0	675	24.131	9.487	231.610146	59.49555	8.59978436	24.57368774	26.97095011	21.41500091	1670.283582	285.4477612	36.56716418	69.91684646	762.0447761	133.3283582	529.1492537	240.4328358	9.790251141	61.0588203	230.4684952	32.5217025	15.08862579	17.43307677	26.01716207	22.01208403	143	167888.3062	12.45587695	9.632795555	-0.053708904	1.72029392	0.989852072	3.046418729	-869.5243285	-106.7255381	-28.4004975	16.93918157	-306.3966319	-100.346877	-409.0751811	-99.74765124	0.624563596	7.948436316	-86.89388077	1.80051926	4.098411091	-2.29789169	0.415554091	4.044088768
Sesbania virgata	inv	1	1	7206.740976	20.3204	1.949772845	231.0432791	33.452912	11.92801647	20.34976947	24.63065042	15.83611227	1235.486339	171.9726776	43.96174863	45.43212414	466.7431694	151.0382514	413.6612022	162.579235	11.31365201	53.73592066	359.6971048	30.91366589	9.488585857	21.42508004	23.31404554	16.33830096	82	128714.5718	7.246847399	44.46661466	0.300829916	5.728772193	3.293238357	7.999443376	-576.7196747	-29.53934325	-35.99508194	36.91275597	-112.1431709	-120.3882512	-283.3112016	-52.87923688	-0.470179818	13.84244447	-191.1451055	3.556334572	8.984747549	-5.428413613	3.220954592	9.210865534
Sonchus oleraceus	exo	0	0	2619.09	0.287	0.795	231.408686	55.662736	8.075832221	9.76148571	18.0333029	1.802165139	768.2070707	96.06721057	37.43881119	30.70109578	264.6524864	127.2937063	196.7078477	192.0668221	8.574355067	33.49155191	665.4007142	24.21611164	-2.224209752	26.44032142	12.15827342	8.046290063	234	10538.42022	6.534583584	144.6136569	-0.511322413	14.49335433	8.002555774	20.12140405	-55.85353566	34.74087086	-23.86305369	39.90725907	70.31721103	-74.65734233	-18.7179496	-70.57187278	1.852833431	33.24810656	-495.4369307	8.187928666	18.99996728	-10.81203855	12.87236629	15.54832275
Sorghum bicolor	nat	1	0	13406.48	11.183	1.609	257.6216837	13.3904208	11.38448997	22.89969491	25.55084167	20.2800435	910.2816594	197.1659389	8.759825328	86.87085701	494.4148472	37.2139738	193.19869	217.058952	12.73714464	65.36076934	216.5517745	32.805746	12.70888757	20.09685845	22.53410235	21.27979421	154	596464.7629	9.938408061	8.376460077	0.660440227	3.944662816	2.882491845	4.786623457	-109.3233178	-20.52010633	-1.655658745	2.839938865	-41.95651033	-8.338973978	-52.57368924	-78.39228319	-2.105026711	4.993038349	-79.04193379	1.973420465	6.893195633	-4.91977514	4.482911434	5.124372371
Sorghum halepense	nat	1	0	5260.54	3.464	1.406	256.2545396	13.403397	17.23281716	20.21641527	27.0369421	12.84584861	714.3888889	200.4444444	3.944444444	107.375074	480.4333333	18.77777778	108.9888889	196.1555556	11.29297456	41.92173261	580.2806549	33.87234308	6.532056285	27.34028687	16.31464752	24.34278504	243	89092.15334	6.658343708	16.30173297	0.650840886	7.484886903	2.260974431	13.21942921	133.3402714	14.99305508	0.368055511	-1.896420617	64.3374911	0.430555536	-6.63472262	-110.3013899	-0.776481415	28.71485311	-450.2195034	1.871406534	14.28252714	-12.41112037	11.49472765	3.005479179
Sphenoclea zeylanica	nat	1	0	3961.849468	0.01	1.5	232.4511107	113.092924	18.5995544	26.18434547	28.24324637	23.86338322	1286.384615	313.6153846	11.42307692	101.2355713	763.8461538	50.30769231	356.4615385	336.7307692	10.59201334	64.42794844	180.8841782	34.02939166	17.43895241	16.59043914	26.76849439	24.98061767	240	190991.9744	7.120833752	1.946489518	0.347519826	0.426765222	0.298672816	0.411364282	-609.5361268	-153.3729599	-6.180652673	-5.712910312	-376.9067618	-26.73193467	-239.2797199	-242.670164	0.153946288	1.525034724	-6.299559853	1.182729614	1.388320179	-0.205590455	0.460798744	0.793624558
Syzygium jambos	exo	0	0	61.83	2380	15	240.1219318	71.750999	8.40542849	26.16211141	27.26071129	24.74551099	2197.266667	329.1333333	94.26666667	49.64846032	861.8	323	519.4	566.6	8.931199964	75.74318441	102.6066577	32.35226644	19.66533337	12.68693314	26.12715556	25.27742221	307	5322.571264	8.941406905	17.20996488	-0.081270014	-2.879889043	-2.299230067	-3.638844299	-1372.311108	-179.400001	-80.55555557	23.16462434	-462.9333374	-272.9111112	-260.2666667	-479.4888883	2.65287412	-7.721818034	53.3328186	-0.496711222	-4.854222361	4.357511393	-1.971229808	-3.667051951
Tagetes erecta	nat	1	0	2062.398	3.285	0.19	230.3097267	20.093289	8.550631464	21.27347361	23.56800106	18.53657339	1191.058968	243.4275184	15.74201474	92.06369498	648.3759214	55.95577396	373.8648649	82.72727273	13.67804194	66.4037116	206.1182484	31.38458324	10.63561976	20.74896353	22.56032216	20.03808824	246	110315.8723	6.844282855	4.477347798	0.386948897	2.605692856	2.020094198	3.022950055	-487.1065886	-114.2370441	-2.646776738	-21.59500711	-316.3759214	-7.241488786	-165.3886751	20.36796391	-3.134788038	0.97751944	-39.78700187	0.477321453	5.616761296	-5.139439756	2.145233343	2.694451617
Tagetes minuta	nat	1	0	1934.092379	0.84	0.739	230.1616736	20.093289	7.856807805	17.69903072	22.06516344	13.05465307	1091.147799	154.4937107	41.13836478	51.68641095	418.2861635	141.8899371	358.1855346	183.4245283	11.86385616	55.41549745	368.6406847	28.60417664	6.465441308	22.13873533	20.4155019	14.30250694	244	1114.219008	10.41450028	68.58149648	0.604082327	6.891196651	4.347563918	9.246054075	-353.911439	-4.28158911	-30.99897088	26.49382725	-37.93464819	-102.1747856	-189.5976555	-57.67301261	-1.147240038	11.63077164	-199.4801304	4.386126404	10.50789202	-6.121765751	5.007528432	9.527594034
Talisia esculenta	exo	0	0	5958.05	587.2966667	9.208511186	243.2366581	61.165864	8.253589377	24.46347129	26.06251327	22.30796639	1454.461538	241.7008547	26.48717949	66.34939449	663.0854701	98.00854701	413.7948718	236.4615385	11.17359531	67.8854733	159.8110812	32.10951357	15.47736403	16.63214951	25.40079932	22.73297383	233	765080.7644	9.875752983	32.39988986	0.017965876	1.12518606	1.199271226	1.397589095	-606.1029486	-48.6351981	-19.96192697	25.72715718	-171.9188027	-71.72066812	-277.5423458	-97.1130522	-0.649310789	0.808897143	-15.62390405	1.595536698	2.833242102	-1.237705144	0.455345412	2.448339393
Tamarindus indica	exo	0	0	23653.92177	716.86	12.19	236.0655334	80.403348	8.525458883	25.84845944	28.32090585	23.48762776	952.1723356	220.6530612	5.421768707	101.4398278	558.0793651	23.88888889	227.5623583	236.0068027	11.75118504	63.5721754	199.5209744	35.14163597	16.38392514	18.75771086	25.65991539	24.51354754	422	192400.8182	10.48749093	14.10253956	0.628212683	0.905984932	0.12292129	1.377557364	-194.5130806	-48.20120881	1.607860867	-11.80529407	-120.9238136	5.266666847	-109.1179144	-100.5179127	-1.177357936	5.776292952	-53.12701057	-0.315710188	3.133111891	-3.448822106	1.28687475	1.834353527
Tecoma stans	exo	0	0	6844.357516	6.077	6.09	225.8234039	80.5787478	15.00944264	21.09432303	24.45478476	17.37544632	1023.506909	188.4087273	19.95854545	78.08553535	490.9883636	74.86254545	320.2749091	145.1774545	13.2549502	64.30924799	291.0432387	31.70011248	9.95055453	21.74955794	23.35079505	19.64664627	189	408.421248	6.749186859	10.97593212	0.749616677	5.563362312	3.876696916	7.362701799	-284.529132	-24.58650386	-11.09187884	6.550474117	-74.49947407	-37.92921231	-200.3860205	-20.37745505	-2.868098254	4.994923258	-143.2696718	2.906553955	9.638334274	-6.731780113	3.576241869	6.832612837
Terminalia catappa	inv	1	1	13078.42	2840.912	13.71	243.5203341	52.704007	12.96694741	26.17205471	28.48039372	23.68145214	1836.189944	358.9553073	42.35195531	79.18589911	912.6759777	152.2346369	449.273743	365.1201117	9.032017239	63.11945241	193.147012	33.88833674	18.28757058	15.60076616	26.56878924	24.9746812	240	197161.6809	8.17137607	8.85073694	0.448867197	0.992181437	0.102013674	2.024798052	-950.3705027	-153.8858642	-33.3797332	14.71736938	-389.2593123	-118.7763036	-330.023744	-236.8840007	0.675621661	8.165014654	-75.48917666	0.49499647	2.348540443	-1.853544092	0.644868137	2.099161242
Thunbergia alata	nat	1	0	4503.917799	25.8	1.229667917	226.4433908	69.475678	13.87033283	18.85223805	20.91417885	16.4213711	1041.165493	184.7957746	22.58098592	64.81064458	461.7253521	87.08802817	309.8802817	146.6443662	11.30440192	67.62011993	185.2276324	27.09788808	10.00224438	17.09564372	19.71997793	17.4066219	191	71098.49088	6.342338234	8.342236854	0.408005759	5.35113491	4.740582875	5.810375033	-6.165475519	7.156602671	-6.152414487	6.217113879	48.32225967	-25.51660042	-132.165996	57.02229684	-1.777814704	0.324539169	-42.49968192	4.406873476	7.392993683	-2.986119812	4.52049841	6.648933444
Tradescantia zebrina	nat	1	0	15.6624309	2.49996	0.214670593	261.0360575	19.840317	27.16996517	23.01081685	24.91627239	20.72433101	1851.810924	321.6428571	31.84453782	74.13103179	843.7478992	118.9705882	451.7310924	309.092437	11.35902823	68.0079862	172.4388741	31.48126771	14.43687324	17.04439448	23.92175714	22.22255091	117	20766.63603	10.42633266	4.720138801	0.157619652	1.973442225	1.223851191	2.749125686	-791.29239	-113.6058207	-15.62231551	0.956306976	-299.5997533	-60.60021843	-294.8792404	-86.24058541	-2.435571452	3.005235968	-60.88489363	0.01502864	4.448312004	-4.433283158	1.479477808	2.971893323
Tragus berteronianus	inv	1	1	172.6204191	0.257	0.45	254.8520624	25.855332	8.924623933	17.94261216	23.28251263	11.7425244	590.375	106.9431818	9.712121212	69.28889112	281.280303	36.31439394	252.9507576	45.17045455	13.76290951	53.50854015	472.4764219	30.20338631	3.409472198	26.79391415	22.58041411	12.00780215	222	184955.6173	8.508179351	171.6877627	0.687743618	8.49499942	4.941098539	12.51769388	46.70238086	40.06277054	-3.334145039	19.69383113	83.44886423	-10.01677488	-126.8138526	40.16883136	-3.149491872	14.42576705	-309.4153901	4.482030436	15.6000516	-11.11802143	4.486202956	13.72731686
Trianthema portulacastrum	nat	1	0	713.2616813	1.477	0.05	245.4784259	149.752278	14.42381145	22.73205271	27.97913783	17.24170885	817.6380368	171.4331288	12.89079755	83.97761745	432.1092025	49.6208589	243.5300613	119.9680982	12.93565444	54.71609102	438.6667722	35.16642873	9.907416041	25.25901267	25.18711896	21.74025709	101	599254.6304	7.884362977	20.5690653	0.726546719	4.963528088	1.26126647	8.794149706	21.72559401	31.49616425	-7.335241928	16.30817181	79.80998977	-26.60065695	-128.1765255	19.94099404	-2.561159422	16.21247901	-308.6324831	0.329530925	10.85723037	-10.52769948	2.63308303	5.682133244
Tridax procumbens	nat	1	0	468.02	0.69	0.833	230.3949342	19.326858	7.857108086	25.13125675	26.44368927	23.70939402	1652.298246	278.1637427	29.44444444	65.73608236	717.4561404	107.8245614	363.7894737	298.8245614	9.108420709	71.28685749	112.7437088	31.53791936	18.69032864	12.84759072	25.47700833	24.52145889	85	353330.4955	8.22321121	74.22820457	0.208380798	1.233730839	1.631725364	0.674851414	-875.9624231	-102.4771758	-21.61111114	23.2207503	-273.4934552	-76.59819338	-237.2322597	-173.9365012	1.283287401	-2.797631394	38.80486688	2.866806899	0.472357905	2.394448961	1.128547317	1.560506186
Urochloa arrecta	nat	1	0	1836.854645	1.52974	0.633226914	256.8464	28.388408	25.9004115	20.79869143	23.21476555	17.77311085	914.8518519	152.2592593	18.92592593	68.1100567	409	70.59259259	302.5555556	97.74074074	11.46049376	62.70463039	225.7037717	29.28103708	10.60814814	18.67288886	22.80335808	17.93641952	93	21516.20403	5.917212958	15.19732725	0.511319631	7.160104434	6.543567657	8.726889151	107.7592627	109.7407433	-13.03703693	38.99463639	248.5555522	-41.70370376	-208.4999996	51.31481333	-1.077160712	7.272623839	-93.72331054	6.80229625	10.62518513	-3.822888639	4.722567876	9.845988238
Urochloa brizantha	nat	1	0	2287.22	0.9361936	1.001	254.5156131	28.3884	9.727072729	21.91672067	23.45543497	20.22834603	1195.557143	223.6047619	10.32380952	79.8157196	578.3619048	47.1	264.6619048	224.5619048	11.44956187	69.55602252	134.447962	30.28933328	13.45521906	16.8341142	21.97000635	20.90126037	127	68436.88141	10.02349596	10.82238176	0.271077427	2.96540887	3.247157628	2.220172728	-446.7127011	-105.2269833	8.498412741	-21.62638778	-255.4952381	21.76666679	-79.32857245	-52.6285699	-1.646784101	-4.11310819	43.74132222	2.21288929	4.104780977	-1.891891734	3.006289882	3.646147038
Urochloa decumbens	nat	1	0	981.62	3.336	0.55	243.338353	28.388399	9.721040346	20.34154602	21.08442286	19.56289563	1183.768657	182.3656716	22.03731343	57.15202959	464.7164179	96.28358209	262.8507463	229.4626866	11.08881841	79.72053773	64.22849238	27.48838806	13.45277613	14.03561192	20.39156218	19.99165174	95	124517.8757	6.243451018	23.39453334	0.436954253	5.420854747	6.389783384	4.241469526	-357.9115139	-5.079957901	-10.39445624	23.8306852	-12.04975052	-49.92643903	-114.8031255	-120.2722108	-0.741794689	-11.63396344	86.74005026	6.2235166	5.040080913	1.183435761	5.784628464	5.353586399
Urochloa mosambicensis	inv	1	1	2012.987442	1.225	0.3362	254.9095876	28.388399	11.29872859	21.10651926	24.47035272	16.71980226	693.7945946	132.2054054	8.2	79.38651319	349.4054054	31.40540541	299.3243243	38.15135135	13.1517054	59.75459991	322.9809087	30.58438654	8.326929769	22.25745674	24.14350087	16.84945693	86	161408.254	6.439130478	29.01933784	0.592265116	5.222908106	3.503258516	7.613878252	32.35123556	31.62792856	-0.845833418	9.397727295	61.15709746	0.282094475	-172.7201564	65.74448083	-2.586253894	9.528967761	-173.2399412	3.809363535	10.72932009	-6.919956464	2.736707742	9.112001161
Urochloa mutica	nat	1	0	2125.29979	0.9876	0.917513571	254.8212858	28.388399	12.05718284	25.96830435	28.87491598	22.97842444	985.0649351	215.4415584	6.376623377	101.7888481	523.7662338	36.22077922	206.2207792	220.3116883	11.11282249	61.71553342	240.6576041	35.34621719	16.4342153	18.91200188	24.85670366	25.76816997	243	211458.9819	8.706276171	3.953935335	-0.028611945	1.11364003	-0.137037178	2.326878523	-247.1406894	-35.86580029	-0.482683979	-5.258805411	-80.59956409	-11.76623403	-94.87229397	-92.66017326	-0.689590237	8.326231275	-99.49820717	-0.282580846	3.690027181	-3.972608058	2.431175331	0.936122931
Urochloa trichopus	exo	0	0	1414.841633	1.33	0.25457299	256.4690637	28.388379	12.90037378	21.27154812	24.58040667	16.96432786	710.2252252	137.5045045	8.297297297	79.90807769	359.8738739	31.26126126	299.6576577	40.71171171	13.09726786	59.99528844	317.4610749	30.73650905	8.625327357	22.11118165	24.20220389	17.09921349	86	143789.7359	6.248356311	23.44347502	0.694039257	5.645866475	4.007627593	8.118150448	38.92861623	42.62370278	-2.502425509	16.08439327	95.35688949	-5.825363728	-191.9909894	39.5959806	-2.340216543	9.994968533	-174.6735612	4.373747294	11.03108271	-6.657335375	3.139249224	9.508051397
Vitex agnus-castus	nat	1	0	3467.996078	8.657	3	226.4338535	20.136192	14.79099927	14.23676135	21.85494326	7.185932423	714.8705967	98.87562904	26.6736161	42.58807358	267.1279655	97.04457225	110.7390367	229.635514	9.300199466	36.47341345	603.7823295	28.3736548	2.860505097	25.5131497	11.37253006	19.21337778	160	115226.1243	5.682558983	108.4424619	-0.43906286	13.08754405	6.933548938	18.38549615	90.15321356	85.62436932	-18.22123502	49.83559351	200.1339407	-66.11600031	14.26096388	-119.1355129	0.611110015	34.83089939	-472.4964501	6.333488165	17.79901859	-11.46553036	16.31675577	7.706066576
Zea mays	exo	0	0	31173.3	232.285	2.08	255.9365344	29.7497008	19.73612332	20.7530615	23.8332811	17.19706991	1099.663801	221.6620808	14.28116939	88.93702732	578.494411	53.80309544	347.5305245	112.7050731	14.20433478	64.18868547	272.2768226	31.7965742	9.104955083	22.69161906	22.83871937	19.23265922	174	60369.80941	5.946836588	49.79905894	0.416034368	5.423084902	4.016101606	6.995081753	-357.7801965	-64.02715959	-6.26000537	-5.501672031	-174.4044641	-21.24753974	-216.863858	25.36899995	-3.828761631	4.704777118	-121.2582736	2.324589877	9.872822746	-7.548232659	3.389234766	6.733301994
Zinnia elegans	exo	0	0	2738.147591	9.003	0.4	230.901357	24.296074	11.80989844	22.99022212	25.36640995	20.27446056	1427.366167	271.7730193	19.93147752	85.75811908	712.1713062	75.16059957	381.9379015	201.4068522	12.78879798	66.92513907	208.7472822	32.63150587	13.05692081	19.57458505	24.25349767	22.07473356	216	236661.3258	7.096835857	7.248964748	0.319994916	2.848666684	1.987293615	3.699984144	-600.7661752	-100.0841292	-8.642588593	-5.800327439	-274.3713042	-30.29393322	-242.4712338	-29.69573959	-2.413982995	2.956417127	-67.48489946	0.999604768	5.634190182	-4.634585025	1.986872507	3.531933255
