sp	stat	naturalized	invasive	LA	SM	H	MPD	PDmin	MPDw	Bio 1 native	Bio 10 native	Bio 11 native	Bio 12 native	Bio 13 native	Bio 14 native	Bio 15 native	Bio 16 native	Bio 17 native	Bio 18 native	Bio 19 native	Bio 2 native	Bio 3 native	Bio 4 native	Bio 5 native	Bio 6 native	Bio 7 native	Bio 8 native	Bio 9 native	MRT	Area	Euclid	Pseudo-F	NMI	Bio 1 diff	Bio 10 diff	Bio 11 diff	Bio 12 diff	Bio 13 diff	Bio 14 diff	Bio 15 diff	Bio 16 diff	Bio 17 diff	Bio 18 diff	Bio 19 diff	Bio 2 diff	Bio 3 diff	Bio 4 diff	Bio 5 diff	Bio 6 diff	Bio 7 diff	Bio 8 diff	Bio 9 diff
Leucas_martinicensis	nat	1	0	2328.973477	0.42	0.494522019	225.6153921	57.1512476	12.13270623	20.26630091	23.29055073	16.55145753	860.4673913	169.3369565	9.739130435	80.88288954	433.1413043	38	301.7717391	95.60869565	12.76040221	61.7900508	279.2255317	29.66421111	8.537080702	21.12713039	22.26478575	17.03142863	257	614077.8906	9.119033793	13.96904919	0.365282452	3.650994723	2.068721967	5.349996789	-190.194664	-26.74604743	-1.875494071	3.734332812	-67.45948617	-4.818181818	-152.4535573	20.89130435	-2.608811254	9.333476383	-135.0801792	1.481061754	8.386192167	-6.905130402	1.747941558	6.631328986
Macroptilium_atropurpureum	nat	1	0	3330.085531	13.282	1.21	232.9900647	12.347622	8.202838188	22.53291502	25.22585783	19.47416472	1079.752669	212.4217082	16.29181495	87.69701217	554.9145907	60.22241993	330.6405694	117.3558719	12.93588404	65.67114837	236.1741384	32.43807732	12.22611042	20.21196689	24.30817852	21.35550324	61	818248.745	8.57673454	10.09670641	0.588730135	1.944892681	0.548962567	3.24673273	-227.1372844	-39.07555434	-5.868738024	-7.622481497	-101.9145907	-17.95318916	-152.3328771	33.29797427	-3.008114908	7.054400303	-108.4346265	-1.073000517	5.44496665	-6.517967201	0.320385581	2.792881295
Malpighia_emarginata	exo	0	0	2429.490385	13.775	7	235.7011675	18.950048	17.77981642	24.70076185	26.75962335	22.3428506	1325.41958	232.5314685	25.68531469	73.25715716	612.9090909	96.18881119	367.6153846	262.6433566	11.13120402	69.09226643	183.1203698	32.77959258	16.12836088	16.65123172	26.02869225	23.59669951	75	830223.614	9.219381381	3.585086224	0.618384686	0.173071548	-0.584350319	0.946240165	-489.965035	-36.34965035	-19.86713287	23.54942312	-106	-74.18881119	-228.6153846	-166.6433566	-0.897779665	4.372505882	-64.56533895	-0.726501878	1.953820529	-2.680322427	-0.855237441	0.92633086
Mangifera_indica	inv	1	1	7854	14368.217	18.113	243.5509941	33.344339	8.516001886	25.88087665	30.02137443	21.42529551	1492.798851	418.2787356	4.896551724	113.3050667	998.9683908	28.97413793	292.1982759	258.0833333	10.7824812	49.79574571	345.637471	36.90803722	14.23532523	22.67271202	26.73031976	23.73404377	257	706857.9922	7.16031045	35.93726005	0.521815449	-1.806654345	-4.672207611	1.002260002	-620.8544061	-238.0842912	6.992337165	-30.3106242	-533.190613	17.02586207	-115.2260536	-108.1666667	-0.887870133	23.48861528	-224.367089	-6.000704062	3.157119219	-9.157823314	-2.409523432	0.111641343
Manilkara_zapota	exo	0	0	2211.859994	126.74	21.524	243.6043876	6.417373	9.240270137	25.09102202	27.07126678	22.61898716	1588.592593	285.537037	28.36111111	74.58064541	746.2623457	103.058642	418.537037	210.1358025	11.58931999	67.00291554	183.7762341	33.73282737	16.30036785	17.43245952	26.16839837	24.22147765	195	181504.2785	10.32641745	7.387061325	0.182978899	-2.00049844	-2.764695365	-1.160415317	-639.4497354	-117.6798942	-10.21825397	-10.34936467	-300.54806	-34.91578483	-213.2513228	-2.135802469	-2.493986682	5.191161548	-64.06324539	-4.311112865	0.498489705	-4.809602695	-2.979731889	-1.219382288
Megathyrsus_maximus	inv	1	1	1514.534557	1.008141649	1.310205996	254.5181786	28.3884	8.83496085	22.12897574	24.79024863	18.8249197	965.5827633	182.5731874	13.47058824	78.35072757	473.9384405	54.17647059	322.6183311	155.1586867	12.1082367	63.891934	247.6915114	31.1149228	11.64939579	19.465527	23.90531529	19.47593197	223	741063.4588	7.670351461	17.47598242	0.40362632	1.825976612	0.486263982	3.34829103	-107.3378654	-12.67522823	-0.531812725	-2.476124886	-30.14252213	-2.890756303	-130.4958821	-4.852564282	-2.387846589	8.650777687	-118.7616382	-0.400882081	5.638549742	-6.039431813	0.358290138	4.08779582
Melia_azedarach	nat	1	0	981.75	1067.226	12.198	243.6443836	93.484964	8.525970763	21.8196554	27.31028552	15.95028482	1635.433594	323.8320313	36.0546875	78.80203325	809.0546875	132.1953125	476.2421875	230.5234375	9.569752457	45.88256782	463.0101277	33.29035593	9.889811409	23.40054455	24.90923781	17.84497978	200	635976.0241	6.437144633	17.6018507	0.72918491	1.545943424	-2.612754558	5.561394298	-816.1002604	-171.7209201	-21.49913194	-6.268808857	-406.3880208	-77.93605324	-260.2792245	-92.2271412	0.712827778	25.68436613	-329.1263439	-2.784726283	6.262633077	-9.047359391	-1.254595842	4.935118957
Melinis_minutiflora	nat	1	0	848.58	0.096	0.758	254.8202375	28.388399	9.463278973	20.43630252	22.11225204	18.37478446	1414.553333	256.12	14.73333333	75.62280867	678.5866667	64.04	404.0266667	285.52	10.99273559	68.76655983	155.5048585	28.33134669	12.05634555	16.27500111	21.1268919	19.0719917	199	398225.5063	10.21948183	5.796064612	0.306457324	1.344060343	0.95606156	1.471529356	-545.2003922	-108.4729412	2.443137255	-10.60140957	-284.174902	0.489411765	-158.614902	-135.6964706	-0.693657293	2.933135757	-19.67106214	0.48582968	2.458948464	-1.973118649	1.058284501	2.040870827
Melinis_repens	inv	1	1	369.69	0.303	0.55	254.5506095	28.388399	8.802120379	20.1870772	23.51929931	16.07490683	756.3077905	143.0063857	9.001277139	79.67434009	379.6756066	35.11877395	249.6002554	108.4572158	13.18651271	60.5380582	309.2163244	30.33898741	8.051180253	22.28780717	22.23084922	16.88672175	130	678514.7208	9.879364906	89.0873954	0.477840853	3.432300618	1.432454151	5.673093155	16.45248342	19.80183348	0.286394094	3.970285996	37.61891391	1.196294547	-53.61395406	5.748263616	-2.940003532	11.70954737	-175.2674772	0.381998926	8.472381368	-8.090382447	1.948945288	6.077597913
Mirabilis_jalapa	nat	1	0	2048.684162	69.698	1.5	246.5205432	86.020247	9.23009005	19.95770771	22.78416439	16.60757078	976.45629	202.4200426	13.62686567	89.76447282	528.4754797	50.21535181	326.7334755	76.01918977	14.4478427	64.26314985	253.5120409	30.94333657	8.245739675	22.69759695	21.76281849	18.46044191	208	646413.6151	5.827588725	16.40174002	0.255953105	3.042520266	1.35783561	4.841306353	0.964762653	-9.420042644	0.162608013	-11.47398683	-22.79126922	2.258332398	-140.4703176	156.4544944	-4.517667323	9.228426097	-140.2002811	-1.235968223	7.950681396	-9.186649675	1.327637417	4.476540399
Momordica_charantia	inv	1	1	3019	62.303	1.225	244.0202449	53.597432	8.134379318	24.55882435	27.51023415	21.1347604	1443.714964	287.7577197	18.11163895	83.55354767	733.1686461	74.13064133	425.8123515	216.0142518	9.765358404	59.10928345	260.0881026	33.32330457	15.2728927	18.05041188	25.74391934	22.31546099	208	719320.8422	13.39315733	42.18080272	0.53710045	-0.337547916	-1.953248911	1.301956872	-635.9896123	-118.5253253	-7.611638955	-0.342922423	-298.8376602	-33.59543006	-257.9602389	-75.62692784	0.409807988	13.57748907	-130.1145101	-2.028605508	2.011127836	-4.039733344	-1.210133839	1.488295333
Morinda_citrifolia	exo	0	0	9050	14.99	6.09	227.5803497	34.637399	13.88002684	25.98415473	27.77774418	23.85786853	2093.855505	404.0206422	47.64220183	76.02784578	1047.84633	169.2155963	569.7155963	386.9747706	8.444008821	65.15195441	159.6738549	32.57628832	18.84568827	13.73060006	26.58686589	24.68269737	102	518315.2456	14.62274018	9.339209867	0.400236045	-0.905130026	-1.509126209	-0.17418738	-1227.267269	-202.7853481	-40.58337831	17.74071385	-543.4345656	-140.5685375	-436.0685375	-267.1512412	1.710742845	8.971650312	-52.04015287	-0.613209545	-0.603188354	-0.010021193	-1.412753234	0.155982452
Moringa_oleifera	exo	0	0	1411.852597	239.255	14.6304	244.1744127	114.804664	8.804018749	26.41915742	30.79238239	21.59221484	1328.525862	372.9224138	4.224137931	115.8245711	892.6206897	26.56896552	256.862069	198.8103448	10.8898617	49.19260111	369.7533041	37.59921233	14.39662759	23.20258476	27.51192223	24.23725013	188	693572.2066	6.987422408	28.27788857	0.499667917	-1.816951956	-4.961937862	1.369629478	-516.1591954	-189.8890805	3.009195402	-25.09301629	-429.854023	3.531034483	-91.3954023	-90.34367816	-0.481872837	24.65569907	-250.3981797	-5.908945661	3.156972399	-9.065918049	-2.514722343	-0.051161314
Nerium_oleander	exo	0	0	1981.39	3.491	3.262	227.3480847	29.52849	13.85936464	15.91278983	23.21319834	9.047306541	765.3655589	125.496811	21.37562941	53.09192259	328.18429	81.77005707	134.0906344	215.1930178	9.794411042	38.58524301	581.5551926	29.9501639	4.177868908	25.77229497	13.74214209	19.66507842	386	502705.75	5.682374907	46.3156914	0.652170349	9.063282482	2.939879354	14.43921537	60.83444109	63.10318899	-14.70896274	39.87724576	154.0823766	-54.23672373	2.242698892	-78.52635112	0.358122299	36.69558738	-470.4828402	1.923436234	14.16673088	-12.24329463	11.38782464	5.229166088
Nicotiana_glauca	inv	1	1	5515.04	0.032	3.862	230.9951606	59.8247585	7.818589851	17.60827741	22.76287203	11.97836921	713.6704545	115.7045455	17.53787879	66.51493074	311.8636364	60.40530303	285.7272727	64.125	13.22121767	52.5831267	440.9787347	30.0372152	4.577676772	25.45953837	21.91358584	12.35583052	162	763827.454	8.50629438	133.6283434	0.456401892	6.093062838	2.40128599	9.611850684	-115.7632381	11.49133083	-10.92963137	15.8893779	3.321930647	-32.36406592	-123.9437676	17.16365979	-2.803609437	18.59470379	-291.0434137	1.029300257	11.85848819	-10.82918787	2.568737209	10.61037575
Nicotiana_tabacum	nat	1	0	9050	0.043	1.709	229.3529681	59.825239	11.04965536	19.28616668	20.13789897	18.26727276	1405.212121	195	52.90909091	52.8674567	542.030303	180.4242424	393.9090909	194.030303	11.78635353	79.74155542	78.1275629	26.42896973	11.55963629	14.86933344	19.60652522	18.49814148	256	643228.2378	9.062201258	3.937407578	0.205716549	3.029799924	3.491367392	2.074526975	-580.6121212	-38.8	-41.30909091	24.50656102	-129.430303	-138.1242424	-155.8090909	-39.53030303	-1.701087036	-9.165900814	60.14575711	3.027829968	3.613563647	-0.585733492	3.116875088	3.264191821
Nopalea_cochenillifera	nat	1	0	27884.43	5.449666116	1.142580506	243.2882305	11.822018	17.78491021	24.11748045	26.21870591	21.55023541	1280.588235	259.5882353	15.88235294	89.42104766	690.7058824	55.11764706	419.1764706	69.94117647	13.27849035	67.05545538	191.4500694	33.75882407	13.92611762	19.83270645	25.33756862	22.56733345	141	424274.6245	7.2394531	3.981936297	0.370626171	0.154986213	-0.403239217	0.78616443	-316.1882353	-86.58823529	7.317647059	-26.03094146	-234.9058824	29.48235294	-254.3764706	273.8588235	-3.253557104	3.517580818	-44.54363785	-2.163624102	3.481882185	-5.645506287	-1.782901719	2.172533192
Ocimum_americanum	nat	1	0	683.3857192	0.881	0.509286373	226.1059665	26.486808	8.503931413	22.17560024	25.36894157	18.25347483	900.9382022	196.2022472	12.62359551	87.42508929	481.494382	48.25842697	279.5168539	98.88202247	12.44599768	60.50209463	291.5651612	31.84923626	10.46267355	21.38656266	24.27896554	18.99707088	196	690212.438	7.216699103	8.266767648	0.533472351	1.888524721	0.055724925	3.967658593	-129.9382022	-54.10224719	0.176404494	-17.95241807	-111.994382	2.491573034	-97.41685393	22.11797753	-2.138647757	12.11322672	-158.0134335	-0.670836414	6.52412636	-7.194962717	0.502901198	4.45746222
Ocimum_gratissimum	nat	1	0	5678.73911	0.972	0.803867371	226.555812	26.486953	9.209738286	22.50300203	24.68804695	19.90929785	1256.862816	255.3862816	15.64620939	82.09551715	628.7761733	66.92057762	357.1407942	196.2635379	10.90211454	65.72805128	195.9572343	30.74580728	13.52894547	17.21686177	23.50524033	20.86424091	207	697639.6984	9.550025898	9.649893207	0.400864289	1.884993544	1.058146085	2.6639477	-398.6259738	-84.38628159	-2.119893597	-3.854629757	-183.0393312	-16.63110393	-183.16711	-25.18459054	-1.0058426	6.254642845	-63.89416123	0.54482437	3.9884229	-3.443598469	0.860233313	3.347443061
Oeceoclades_maculata	nat	1	0	6804.974365	0.039834615	0.283	259.0491953	42.358034	8.950685116	23.75334988	25.12373352	21.84440002	1397	307.9	3.9	92.10415192	745.9	21.5	339.5	89.8	10.79150004	66.47795334	135.9256435	31.49239998	15.17919993	16.31320019	24.1185997	22.4925333	200	557726.761	6.998932251	7.635529337	0.148545971	-0.827864308	-0.831050449	-0.795573552	-458.6	-134.4111111	12.7	-23.41101083	-286.6111111	40.94444444	-132.2777778	125.0444444	-1.10229498	5.039569685	0.248684904	-1.753396479	0.991462035	-2.744858657	-0.979864417	0.349479188
Oldenlandia_corymbosa	nat	1	0	75	0.39	0.077	228.4070966	24.687774	8.526589585	24.73258801	27.00743254	22.26865347	1257.68	266.6553846	11.91384615	88.38682691	665.5938462	52.93538462	296.36	244.1661538	10.93286101	64.45724494	194.0879095	33.43475695	15.69696862	17.73778834	24.98892338	23.44033346	183	635628.6833	10.62048829	3.560702331	0.490984295	-0.366901701	-1.570373591	0.631581765	-298.2682353	-70.94950226	0.909683258	-7.006681552	-155.5938462	-0.876561086	-102.9482353	-89.22497738	-0.949253294	10.95515569	-87.83375884	-2.474285966	1.973149036	-4.447435012	-0.392335358	0.778529076
Opuntia_dillenii	nat	1	0	1060.29	21.92	1.039230485	242.9992951	11.82202	25.13881924	24.30272174	27.57416807	20.44198671	1040.408163	189.1020408	25.90816327	68.47232908	480.4897959	93.34693878	337.5	126.5204082	10.99843394	59.42208356	293.4462805	33.62724693	14.35777363	19.26947329	26.39093873	22.44560287	104	665066.1437	12.27024959	7.284294275	0.491258677	-0.370548287	-2.236223902	1.574707635	-188.7653061	-26.3877551	-12.69387755	0.888923567	-58.34693878	-42.06122449	-152.2142857	30.76530612	-1.210852701	13.02377389	-154.5118001	-2.841437826	2.835036023	-5.6764739	-1.788149123	1.096726505
Opuntia_ficus-indica	inv	1	1	1060.29	13.63	3.04	243.841159	11.822018	10.66859888	18.1693978	21.47971236	14.31718891	644.3289474	144.9561404	6.035087719	93.92962926	380.1929825	25.70175439	247.6096491	45.38596491	15.88741232	63.38463214	294.2686162	30.32055278	5.084657186	25.23589565	20.43740257	16.5653175	195	519041.6466	6.334772903	17.1803196	0.122757642	4.643738559	2.790287581	6.530144479	24.58014354	-12.5015949	3.510366826	-17.86173354	-36.92025518	12.66188198	-75.33692185	37.06858054	-5.782412342	7.505992162	-151.518664	-0.410371045	10.59461564	-11.00498691	2.949264157	5.342258457
Panicum_repens	nat	1	0	675	0.75	0.548	254.9505285	5.988304	19.57835166	22.30836427	25.70288362	18.58380801	871.2898551	172.9782609	8.557971014	85.26888159	441.8695652	37.83333333	192.1449275	224.3188406	11.3246241	57.80408558	295.1548989	32.10787674	11.89567467	20.21220209	22.08276954	21.77331959	183	667526.0375	6.704305536	2.387911109	0.607684706	2.808885851	0.649116295	4.856858502	-202.1231884	-24.97826087	-4.891304348	4.622388729	-66.36956522	-19.83333333	-19.3115942	-143.3188406	-0.053013041	18.19178819	-175.0081208	0.496123355	5.874991766	-5.378868442	3.545563871	2.640346817
Parkinsonia_aculeata	inv	1	1	675	109.858	5	231.7569418	17.037366	7.612074499	20.39910243	26.39774604	14.16678342	696.1474531	116.8114388	20.2922252	64.55580495	299.7399464	73.15638963	221.6353887	116.6577301	13.56858224	51.97733482	500.2082792	33.87224412	6.752356567	27.11988753	23.38065859	17.98098036	191	790702.6534	6.096517379	134.8097776	0.626498713	4.121199587	-0.483120983	8.427141522	-16.02870308	30.18231122	-12.8859752	19.5445655	69.57880362	-42.58763963	-54.81038874	-27.29523012	-2.945615583	20.58030185	-362.0144157	-1.985194241	10.49161852	-12.47681275	1.712799726	5.918344593
Petiveria_alliacea	nat	1	0	7083.160566	13.54	1	246.6747822	142.881595	9.113346195	24.16791876	26.0925327	21.91982485	1597.737676	269.6778169	34.7693662	69.63497384	710.8309859	127.9137324	434.2869718	253.346831	10.87744431	69.26444618	172.6486547	32.08534817	15.85106375	16.23428444	25.19443595	22.96011838	257	754872.8771	8.865538952	14.86844245	0.688347906	0.242179237	-0.399097897	0.856552	-712.5420239	-71.26477342	-26.29110533	20.97529073	-203.2875077	-94.02242805	-277.5261023	-102.7163962	-0.689552935	3.849975162	-51.68977532	-0.637696016	1.636675293	-2.274371328	-0.623522883	1.229620679
Physalis_angulata	inv	1	1	3628.889433	0.56	0.526217867	230.6056741	25.279264	7.813048483	24.00738656	25.74063527	22.1108153	1688.27896	253.9125296	47.8321513	60.83305389	690.9834515	169.4018913	420.9621749	362.7021277	10.48916855	71.55718672	149.9869992	31.55230391	16.26054751	15.2917564	24.88886738	22.95027802	208	836313.8744	11.58928355	26.26992793	0.506839947	0.496440915	0.039139953	0.685766105	-918.3138435	-81.40090164	-39.994942	28.46909577	-255.2160097	-137.5065424	-266.1714773	-234.8765463	-0.400079434	2.004492852	-25.97244471	-0.068582842	1.474382829	-1.542965679	-0.001999214	1.299093929
Physalis_pruinosa	nat	1	0	2167.641004	0.855	0.6	228.7891311	35.133112	22.23786241	23.38031256	25.70378836	20.94092833	1077.824324	236.7567568	6.094594595	103.1979231	614.8108108	25.18918919	323.2162162	65.55405405	12.76294591	67.42841664	194.7690855	32.81856081	13.60000454	19.21855634	24.73854133	22.50075824	137	337366.188	9.01918452	4.22578777	0.130959744	0.562004069	-0.251121312	0.817938361	-485.1243243	-94.25675676	-1.094594595	-12.23323117	-271.0108108	-4.489189189	-172.6162162	-6.954054054	-2.528312464	3.328047747	-40.90115189	-1.524160401	3.224795286	-4.748955758	0.17645882	0.637374813
Pithecellobium_dulce	nat	1	0	2575.013273	65.671	20	227.844909	23.50361	11.49014005	24.27609029	26.78914161	21.48970672	1113.620743	219.5588235	16.66718266	86.84190133	569.3978328	64.89473684	334.5665635	159.3529412	12.80930898	67.95439063	218.3471313	33.81450126	14.25108297	19.5634183	25.66605279	23.42162136	26	788815.3477	12.34313652	11.94954773	0.507375535	0.648734402	-0.556064882	1.814070925	-249.4412559	-32.45625943	-7.821028816	-0.099720874	-86.19270461	-28.2537112	-188.3101532	2.211161388	-2.785317602	5.396152271	-96.80394273	-1.913885761	3.964506654	-5.878392429	-0.754839181	1.533404284
Plantago_major	nat	1	0	4852.23	0.22	0.167	228.2138834	102.320484	7.91736923	7.125305671	16.7429735	-2.265984699	755.4889457	96.62397604	35.91649784	32.33454163	265.2338589	121.1193517	216.5871576	169.8719281	8.457638406	29.76348377	776.3266868	22.92194037	-6.523006843	29.44494722	12.7228903	2.860602289	152	662097.494	7.26211169	95.56580258	-0.073138859	15.42543945	7.083418735	22.91629847	107.0992896	53.72896513	-19.79885078	37.71698943	139.7661411	-61.00170465	26.64813654	-38.10722224	2.152636077	42.09505693	-641.7072334	6.869118341	21.58630092	-14.71718253	10.40059975	18.7550839
Plinia_cauliflora	exo	0	0	324.53	3.992292574	4.268940471	238.9783689	45.056939	8.939291607	20.93161994	23.62976244	17.84163261	1516.935484	228.7204301	48.30107527	52.00936165	624.4677419	171.1397849	530.6129032	220.0107527	10.85667525	62.25664775	239.6970968	29.19939393	11.46779599	17.73159791	22.88338807	18.34838321	155	292872.9457	7.09462941	11.88169565	0.21988891	1.695789213	0.312783013	2.976791444	-682.8445748	-69.26588465	-37.028348	20.5221526	-201.1950147	-128.3216031	-304.431085	-48.55620723	-0.955190409	8.568235455	-108.3012997	0.391151379	4.175840278	-3.784688955	0.185036157	3.515616936
Prosopis_juliflora	inv	1	1	29.84625	38.377	10.058	229.9422652	57.250983	8.107096771	24.26259212	26.58488467	21.70435427	1029.253472	204.1111111	12.5	84.71675477	515.7256944	52.10069444	286.7152778	154.28125	12.32380254	70.31332187	201.2122712	33.24683676	14.78258692	18.46424986	25.64168595	23.21035687	82	791861.5265	9.539639212	12.8228905	0.377959051	0.191979525	-0.789823586	0.881817955	-396.1264881	-57.3015873	-7.896825397	7.372058166	-151.6463294	-32.18005952	-138.2708333	-78.64632937	-1.840666412	2.366171506	-67.87437632	-1.565968885	2.471755109	-4.037723983	-0.647020989	0.722440848
Prosopis_pallida	inv	1	1	29.84625	45	24.331	229.3997165	57.250983	8.842901175	23.43849313	25.25960823	21.76100377	450.6666667	110.25	10.125	110.7190584	258.4583333	34.375	239.8333333	40.45833333	10.18873157	72.36867237	146.0657047	30.49688832	16.34585131	14.15103694	25.12832201	22.16106451	84	770766.2746	8.163570512	3.084202283	0.397404251	1.057959897	0.685178261	0.749870115	192.1138211	39.79878049	-5.00304878	-20.05809078	104.8343496	-11.32621951	-71.63821138	14.02947154	0.468017387	-0.506754456	-3.815360969	1.440396522	0.776762455	0.663634183	0.146796706	1.41837182
Psidium_guajava	nat	1	0	3048.58	10.326	9.134	239.7082181	42.881257	8.242965044	22.53184765	24.40611891	20.34654602	1541.21409	257.5205855	36.44373285	71.78353613	685.2186642	132.6559927	424.2406221	264.4492223	11.62358211	70.93239082	167.6176651	30.88636034	13.87688408	17.00947627	23.55267592	21.57572834	257	830861.5414	6.794840001	20.76111316	0.635890131	1.523587455	0.940021956	1.981175862	-735.0890897	-89.11780777	-26.36039951	11.65399815	-250.121442	-93.72543713	-245.6156221	-132.6992223	-1.345183441	2.320245981	-41.4927851	0.230349559	3.171423582	-2.941073977	0.787493428	2.075979202
Ricinus_communis	inv	1	1	21322.7576	332.116	4.966	236.9860563	64.349192	8.382414582	19.87098092	21.30441013	18.65869236	1023.576923	205.1923077	12.38461538	81.88312677	518.2692308	53.11538462	228.1538462	235.1153846	14.08383329	75.73741003	108.3838466	29.1627691	10.53153856	18.63123035	19.68515385	19.21512813	257	684196.1021	7.431490381	33.80954829	-0.095727217	4.244332621	4.160714259	3.664919455	-217.8903559	-30.34156142	-3.98163031	4.896554704	-69.86624569	-19.50344432	-77.48220436	-93.10045924	-4.078758683	-3.401448505	22.06156909	2.000395013	6.77401378	-4.77361857	4.736587407	4.668036007
Rivina_humilis	nat	1	0	4885.023963	3.203	0.6	246.8594849	142.881594	8.384326651	22.07563514	26.20670224	17.46146537	1182.582176	197.3217593	31.46643519	62.58274498	512.8148148	113.9108796	354.6232639	175.1927083	12.05777392	58.33015932	358.2648807	32.75834102	10.6438482	22.11449283	24.78797616	19.17300098	386	745656.5494	7.975391738	37.93180272	0.496500471	1.649759934	-1.054163442	4.329429574	-405.7328609	-47.7053209	-18.72670916	10.16483467	-124.3490614	-64.1711536	-181.4451817	-22.09681792	-2.300646063	13.13093547	-217.8883118	-2.103217659	6.346288888	-8.449506574	-0.697145079	4.232076652
Saccharum_officinarum	exo	0	0	24907.09492	0.4	2.691	256.2647573	16.2589268	25.00591836	21.64963027	24.68905258	18.11904694	1835.882353	295.8235294	64.52941176	50.53925071	783.2352941	225.2941176	695.4705882	265.2352941	8.224080563	55.55681677	267.2725778	28.79464755	13.22439365	15.57025393	23.15720923	19.85719204	142	303637.2009	6.456505897	5.249018916	0.487390984	2.794175429	1.008614222	4.867841945	-952.8823529	-95.49019608	-58.52941176	45.31785327	-267.0686275	-202.627451	-581.9705882	-144.0686275	2.064752738	17.55242217	-155.3992678	2.766685785	4.198272901	-1.431587144	1.473901917	4.490252177
Senna_siamea	nat	1	0	675	24.131	9.487	231.610146	59.49555	8.59978436	24.57368774	26.97095011	21.41500091	1670.283582	285.4477612	36.56716418	69.91684646	762.0447761	133.3283582	529.1492537	240.4328358	9.790251141	61.0588203	230.4684952	32.5217025	15.08862579	17.43307677	26.01716207	22.01208403	107	730300.2849	12.43607834	9.071798921	0.056500238	-0.365132093	-1.468950151	1.132887849	-860.5058043	-112.0588723	-27.51160862	13.31452637	-316.3781095	-96.32835821	-366.0381426	-115.9328358	0.328230256	11.97428365	-106.8942201	-1.284146992	2.296485273	-3.580632336	-1.722088028	1.986693893
Sesbania_virgata	inv	1	1	7206.740976	20.3204	1.949772845	231.0432791	33.452912	11.92801647	20.34976947	24.63065042	15.83611227	1235.486339	171.9726776	43.96174863	45.43212414	466.7431694	151.0382514	413.6612022	162.579235	11.31365201	53.73592066	359.6971048	30.91366589	9.488585857	21.42508004	23.31404554	16.33830096	46	518715.0152	7.246224166	32.15571673	0.303335925	3.632155543	0.796249679	6.146021116	-557.8863388	-33.0226776	-34.71174863	32.63234482	-117.0931694	-115.1882514	-256.0612022	-44.37923497	-0.821102116	17.43186346	-214.4282472	0.497134285	7.236413952	-6.73927973	1.134087641	7.187265718
Sonchus_oleraceus	exo	0	0	2619.09	0.287	0.795	231.408686	55.662736	8.075832221	9.76148571	18.0333029	1.802165139	768.2070707	96.06721057	37.43881119	30.70109578	264.6524864	127.2937063	196.7078477	192.0668221	8.574355067	33.49155191	665.4007142	24.21611164	-2.224209752	26.44032142	12.15827342	8.046290063	198	486322.7658	6.534416374	125.1197194	-0.386793067	12.44072636	5.589444579	18.33452188	-21.78282828	32.93278943	-21.74184149	35.55146636	71.40811966	-66.5967366	19.74669775	-56.91530692	1.508392364	37.25673957	-518.8712388	5.120615616	17.32699767	-12.20638204	10.69942358	13.51835646
Sorghum_bicolor	nat	1	0	13406.48	11.183	1.609	257.6216837	13.3904208	11.38448997	22.89969491	25.55084167	20.2800435	910.2816594	197.1659389	8.759825328	86.87085701	494.4148472	37.2139738	193.19869	217.058952	12.73714464	65.36076934	216.5517745	32.805746	12.70888757	20.09685845	22.53410235	21.27979421	118	785465.8683	9.937785296	5.523019653	0.547080581	1.864398724	0.432908196	2.859664538	-91.21915939	-25.79093886	-0.822325328	-0.798149599	-49.85234716	-4.276473799	-3.823689956	-67.12145197	-2.385540415	8.880045347	-97.71506549	-1.045496142	5.08686227	-6.132358444	2.320522871	3.042247304
Sorghum_halepense	nat	1	0	5260.54	3.464	1.406	256.2545396	13.403397	17.23281716	20.21641527	27.0369421	12.84584861	714.3888889	200.4444444	3.944444444	107.375074	480.4333333	18.77777778	108.9888889	196.1555556	11.29297456	41.92173261	580.2806549	33.87234308	6.532056285	27.34028687	16.31464752	24.34278504	207	466994.0695	6.656340849	14.21320648	0.585414743	5.308012027	-0.266525126	11.16927631	132.4861111	8.743055556	0.805555556	-5.582825083	47.44166667	2.597222222	44.76111111	-92.78055556	-1.094287123	32.97069818	-467.6968522	-1.311343453	12.38844387	-13.6997874	9.391060983	0.882131539
Sphenoclea_zeylanica	nat	1	0	3961.849468	0.01	1.5	232.4511107	113.092924	18.5995544	26.18434547	28.24324637	23.86338322	1286.384615	313.6153846	11.42307692	101.2355713	763.8461538	50.30769231	356.4615385	336.7307692	10.59201334	64.42794844	180.8841782	34.02939166	17.43895241	16.59043914	26.76849439	24.98061767	204	388968.874	7.143553468	4.171933033	0.306044427	-1.657830372	-2.193731255	-1.494474251	-600.1118881	-159.5244755	-5.604895105	-9.984814997	-386.7552448	-23.76223776	-198.7342657	-233.9125874	-0.106073968	5.982069789	-26.92068481	-2.089755078	-0.425861409	-1.66389356	-1.63649459	-1.133890472
