sp	stat	naturalized	invasive	LA	SM	H	MPD	PDmin	MPDw	Bio 1 native	Bio 10 native	Bio 11 native	Bio 12 native	Bio 13 native	Bio 14 native	Bio 15 native	Bio 16 native	Bio 17 native	Bio 18 native	Bio 19 native	Bio 2 native	Bio 3 native	Bio 4 native	Bio 5 native	Bio 6 native	Bio 7 native	Bio 8 native	Bio 9 native	MRT	Area	Euclid	Pseudo-F	NMI	Bio 1 diff	Bio 10 diff	Bio 11 diff	Bio 12 diff	Bio 13 diff	Bio 14 diff	Bio 15 diff	Bio 16 diff	Bio 17 diff	Bio 18 diff	Bio 19 diff	Bio 2 diff	Bio 3 diff	Bio 4 diff	Bio 5 diff	Bio 6 diff	Bio 7 diff	Bio 8 diff	Bio 9 diff
Syzygium_jambos	exo	0	0	61.83	2380	15	240.1219318	71.750999	8.40542849	26.16211141	27.26071129	24.74551099	2197.266667	329.1333333	94.26666667	49.64846032	861.8	323	519.4	566.6	8.931199964	75.74318441	102.6066577	32.35226644	19.66533337	12.68693314	26.12715556	25.27742221	271	257866.6947	9.003699814	23.40190074	0.042836937	-4.950933456	-4.922355779	-5.411155574	-1332.8	-180	-79.66666667	19.83206768	-453.2	-268.6666667	-211.8	-473	2.309333483	-3.419456482	25.6345487	-3.663733164	-6.516266759	2.852533722	-4.072800191	-5.340444438
Tagetes_erecta	nat	1	0	2062.398	3.285	0.19	230.3097267	20.093289	8.550631464	21.27347361	23.56800106	18.53657339	1191.058968	243.4275184	15.74201474	92.06369498	648.3759214	55.95577396	373.8648649	82.72727273	13.67804194	66.4037116	206.1182484	31.38458324	10.63561976	20.74896353	22.56032216	20.03808824	210	299228.9219	6.843457869	4.688724397	0.236305179	0.564336361	-0.417429235	1.263331296	-446.6303966	-114.2846613	-1.313443313	-25.47670572	-310.2330642	-1.098631099	-143.1505792	27.12987013	-3.482232367	4.813569201	-63.60614162	-2.554297756	3.952380132	-6.506677937	0.183201297	0.893435763
Tagetes_minuta	nat	1	0	1934.092379	0.84	0.739	230.1616736	20.093289	7.856807805	17.69903072	22.06516344	13.05465307	1091.147799	154.4937107	41.13836478	51.68641095	418.2861635	141.8899371	358.1855346	183.4245283	11.86385616	55.41549745	368.6406847	28.60417664	6.465441308	22.13873533	20.4155019	14.30250694	208	476968.747	10.41351042	50.70814691	0.595467939	4.799732903	1.85044873	7.402801512	-333.6568897	-9.166437965	-29.64745569	21.95016908	-43.75889079	-97.16266438	-158.3309891	-61.80634648	-1.487953166	15.83652448	-223.0078005	1.197132257	8.776667869	-7.579535595	2.912122333	7.508329431
Talisia_esculenta	exo	0	0	5958.05	587.2966667	9.208511186	243.2366581	61.165864	8.253589377	24.46347129	26.06251327	22.30796639	1454.461538	241.7008547	26.48717949	66.34939449	663.0854701	98.00854701	413.7948718	236.4615385	11.17359531	67.8854733	159.8110812	32.10951357	15.47736403	16.63214951	25.40079932	22.73297383	197	837682.987	9.855966277	30.70620697	0.074674668	-1.003203617	-1.311493041	-0.557582606	-591.037296	-53.88267288	-19.01748252	22.00859329	-179.0854701	-68.12975913	-233.9615385	-93.4009324	-0.980130655	4.50772558	-35.17498423	-1.520422643	1.013969281	-2.534391852	-1.630476259	0.367460442
Tamarindus_indica	exo	0	0	23653.92177	716.86	12.19	236.0655334	80.403348	8.525458883	25.84845944	28.32090585	23.48762776	952.1723356	220.6530612	5.421768707	101.4398278	558.0793651	23.88888889	227.5623583	236.0068027	11.75118504	63.5721754	199.5209744	35.14163597	16.38392514	18.75771086	25.65991539	24.51354754	386	666484.1462	10.48668263	20.16303784	0.530176911	-1.181071673	-2.334672925	-0.540072302	-187.5945578	-53.18639456	2.55600907	-15.38609856	-129.3460317	9.022222222	-71.76235828	-122.9845805	-1.472240139	9.404741439	-72.9431369	-3.337762826	1.310436822	-4.648199653	-0.707638147	-0.23206192
Tecoma_stans	exo	0	0	6844.357516	6.077	6.09	225.8234039	80.5787478	15.00944264	21.09432303	24.45478476	17.37544632	1023.506909	188.4087273	19.95854545	78.08553535	490.9883636	74.86254545	320.2749091	145.1774545	13.2549502	64.30924799	291.0432387	31.70011248	9.95055453	21.74955794	23.35079505	19.64664627	153	302709.4405	6.748732525	7.082506317	0.681751326	3.475766182	1.452681998	5.434598034	-269.3735758	-28.60872727	-10.09187879	2.825128252	-80.8550303	-32.66254545	-171.2082424	-18.77745455	-3.193172259	8.345304983	-162.2361123	-0.062512156	7.834245363	-7.896757505	1.535960701	4.702553659
Terminalia_catappa	inv	1	1	13078.42	2840.912	13.71	243.5203341	52.704007	12.96694741	26.17205471	28.48039372	23.68145214	1836.189944	358.9553073	42.35195531	79.18589911	912.6759777	152.2346369	449.273743	365.1201117	9.032017239	63.11945241	193.147012	33.88833674	18.28757058	15.60076616	26.56878924	24.9746812	204	616453.4395	8.170173784	9.614426412	0.365304999	-1.04770782	-2.217262739	0.077699002	-941.2316108	-159.5803073	-32.22695531	11.17127258	-401.9676443	-114.5263035	-321.023743	-236.4117784	0.424188288	11.23480438	-89.99055138	-2.325788019	0.518515406	-2.844303425	-1.326344886	0.030150746
Thunbergia_alata	nat	1	0	4503.917799	25.8	1.229667917	226.4433908	69.475678	13.87033283	18.85223805	20.91417885	16.4213711	1041.165493	184.7957746	22.58098592	64.81064458	461.7253521	87.08802817	309.8802817	146.6443662	11.30440192	67.62011993	185.2276324	27.09788808	10.00224438	17.09564372	19.71997793	17.4066219	155	317059.3341	6.337725695	4.122831796	0.317780926	3.322595252	2.547345025	3.90605745	31.40593561	1.775653924	-4.152414487	3.165910833	49.9889336	-17.5165996	-65.30885312	105.7842052	-2.092354341	3.399392794	-54.56073561	1.536397707	5.633755576	-4.097357883	2.287926944	4.681663819
Tradescantia_zebrina	nat	1	0	15.6624309	2.49996	0.214670593	261.0360575	19.840317	27.16996517	23.01081685	24.91627239	20.72433101	1851.810924	321.6428571	31.84453782	74.13103179	843.7478992	118.9705882	451.7310924	309.092437	11.35902823	68.0079862	172.4388741	31.48126771	14.43687324	17.04439448	23.92175714	22.22255091	81	107927.8141	10.42434154	3.918545303	0.08510503	-0.022872354	-0.843532045	0.795076258	-756.3664799	-120.9761905	-13.7334267	-2.737348674	-304.1923436	-53.08169935	-225.6199813	-50.20354809	-2.715731985	4.653603108	-66.52216466	-2.497267825	2.635571361	-5.132839191	-0.657090474	0.823671142
Tragus_berteronianus	inv	1	1	172.6204191	0.257	0.45	254.8520624	25.855332	8.924623933	17.94261216	23.28251263	11.7425244	590.375	106.9431818	9.712121212	69.28889112	281.280303	36.31439394	252.9507576	45.17045455	13.76290951	53.50854015	472.4764219	30.20338631	3.409472198	26.79391415	22.58041411	12.00780215	186	789560.9508	8.50050422	123.9598592	0.732949868	6.402042587	2.493475456	10.61720174	56.80357143	36.00324675	-2.578192641	15.72226835	75.16612554	-6.814393939	-97.73647186	40.12418831	-3.461457167	18.44458175	-329.9770868	1.364613679	13.8273492	-12.46273554	2.393556204	11.72851333
Trianthema_portulacastrum	nat	1	0	713.2616813	1.477	0.05	245.4784259	149.752278	14.42381145	22.73205271	27.97913783	17.24170885	817.6380368	171.4331288	12.89079755	83.97761745	432.1092025	49.6208589	243.5300613	119.9680982	12.93565444	54.71609102	438.6667722	35.16642873	9.907416041	25.25901267	25.18711896	21.74025709	65	824376.6886	7.882707107	17.40900466	0.654499722	2.852482655	-1.170430855	6.802169933	26.63469046	26.14262874	-6.648373304	12.82728009	68.19382785	-23.77237405	-94.0755159	8.94099275	-2.844139315	19.63567239	-324.3800097	-2.656246785	8.989432435	-11.64567917	0.603244641	3.596005472
Tridax_procumbens	nat	1	0	468.02	0.69	0.833	230.3949342	19.326858	7.857108086	25.13125675	26.44368927	23.70939402	1652.298246	278.1637427	29.44444444	65.73608236	717.4561404	107.8245614	363.7894737	298.8245614	9.108420709	71.28685749	112.7437088	31.53791936	18.69032864	12.84759072	25.47700833	24.52145889	49	826851.5901	8.218467023	55.81636024	0.175652602	-0.855959483	-0.803317729	-1.248324327	-863.7385441	-106.7906084	-20.42205638	19.70208445	-279.7695732	-72.30217334	-202.6999214	-175.2723226	0.974555191	0.875534226	19.61235545	-0.169083538	-1.31733365	1.148250107	-0.933645088	-0.557876766
Urochloa_arrecta	nat	1	0	1836.854645	1.52974	0.633226914	256.8464	28.388408	25.9004115	20.79869143	23.21476555	17.77311085	914.8518519	152.2592593	18.92592593	68.1100567	409	70.59259259	302.5555556	97.74074074	11.46049376	62.70463039	225.7037717	29.28103708	10.60814814	18.67288886	22.80335808	17.93641952	57	90564.53427	5.870891503	10.31079805	0.705957673	4.980280876	3.899345716	6.624888915	82.98148148	99.57407407	-12.92592593	35.08592083	221.5	-39.42592593	-183.0555556	37.92592593	-1.320882674	11.22384531	-113.7148584	3.687630265	8.639184749	-4.951554404	2.806085904	7.675469999
Urochloa_brizantha	nat	1	0	2287.22	0.9361936	1.001	254.5156131	28.3884	9.727072729	21.91672067	23.45543497	20.22834603	1195.557143	223.6047619	10.32380952	79.8157196	578.3619048	47.1	264.6619048	224.5619048	11.44956187	69.55602252	134.447962	30.28933328	13.45521906	16.8341142	21.97000635	20.90126037	91	333130.2359	10.02784973	7.065861545	0.235178806	1.040345928	1.004342865	0.558631997	-394.1571429	-100.8047619	12.14285714	-24.18472582	-238.7619048	33.1	-40.92857143	-25.0952381	-1.927428582	-0.949388758	20.51576171	-0.475733503	2.530647867	-3.006381353	0.885060329	1.698961776
Urochloa_decumbens	nat	1	0	981.62	3.336	0.55	243.338353	28.388399	9.721040346	20.34154602	21.08442286	19.56289563	1183.768657	182.3656716	22.03731343	57.15202959	464.7164179	96.28358209	262.8507463	229.4626866	11.08881841	79.72053773	64.22849238	27.48838806	13.45277613	14.03561192	20.39156218	19.99165174	59	649595.519	6.239148337	10.8721692	0.520584372	3.330394379	3.935482095	2.35467598	-344.7686567	-10.07995736	-8.89445629	19.8411124	-20.71641791	-43.56929638	-62.99360341	-108.891258	-1.024461134	-7.455205096	65.36513609	3.147326333	3.258366678	-0.111040271	3.733104302	3.280776771
Urochloa_mosambicensis	inv	1	1	2012.987442	1.225	0.3362	254.9095876	28.388399	11.29872859	21.10651926	24.47035272	16.71980226	693.7945946	132.2054054	8.2	79.38651319	349.4054054	31.40540541	299.3243243	38.15135135	13.1517054	59.75459991	322.9809087	30.58438654	8.326929769	22.25745674	24.14350087	16.84945693	50	565239.2837	6.437517286	20.83901669	0.473840631	3.14963707	1.129021933	5.714364292	49.14290541	27.60709459	0.175	5.239867731	54.53209459	4.969594595	-137.2618243	76.66114865	-2.912767721	13.38183846	-191.5054949	0.752613476	8.976070383	-8.223456878	0.565415914	7.100251655
Urochloa_mutica	nat	1	0	2125.29979	0.9876	0.917513571	254.8212858	28.388399	12.05718284	25.96830435	28.87491598	22.97842444	985.0649351	215.4415584	6.376623377	101.7888481	523.7662338	36.22077922	206.2207792	220.3116883	11.11282249	61.71553342	240.6576041	35.34621719	16.4342153	18.91200188	24.85670366	25.76816997	207	498652.8727	8.691762995	5.372284491	-0.105188801	-1.021190532	-2.620976782	0.336393678	-241.2012987	-41.48701299	0.123376623	-9.287853811	-93.4025974	-9.084415584	-59.44805195	-95.17532468	-0.990625425	11.8410056	-118.2546077	-3.290944657	1.831784713	-5.122729314	0.408084275	-1.202563942
Urochloa_trichopus	exo	0	0	1414.841633	1.33	0.25457299	256.4690637	28.388379	12.90037378	21.27154812	24.58040667	16.96432786	710.2252252	137.5045045	8.297297297	79.90807769	359.8738739	31.26126126	299.6576577	40.71171171	13.09726786	59.99528844	317.4610749	30.73650905	8.625327357	22.11118165	24.20220389	17.09921349	50	428273.1725	6.250177002	16.44288417	0.539929397	3.523221317	1.528362527	6.151979624	42.85169785	37.26472626	-2.066528067	12.09000411	83.43381843	-2.953568954	-159.3499653	54.67290367	-2.671370339	13.9927833	-193.4005585	1.22779859	9.206057375	-7.97825874	1.046154912	7.362991958
Vitex_agnus-castus	nat	1	0	3467.996078	8.657	3	226.4338535	20.136192	14.79099927	14.23676135	21.85494326	7.185932423	714.8705967	98.87562904	26.6736161	42.58807358	267.1279655	97.04457225	110.7390367	229.635514	9.300199466	36.47341345	603.7823295	28.3736548	2.860505097	25.5131497	11.37253006	19.21337778	124	510037.6228	5.68184835	96.09556128	-0.445789004	11.08002446	4.643009197	16.50221022	106.9865462	81.48151381	-16.88790182	45.99354269	191.4434631	-61.54457225	50.11810619	-93.63551402	0.325086228	38.05119407	-486.6811689	3.518059295	16.06549468	-12.54743538	14.32756526	5.805717367
Zea_mays	exo	0	0	31173.3	232.285	2.08	255.9365344	29.7497008	19.73612332	20.7530615	23.8332811	17.19706991	1099.663801	221.6620808	14.28116939	88.93702732	578.494411	53.80309544	347.5305245	112.7050731	14.20433478	64.18868547	272.2768226	31.7965742	9.104955083	22.69161906	22.83871937	19.23265922	138	784366.8951	5.945747479	37.02361727	0.312856147	3.370406718	1.652031077	5.114062493	-336.108245	-67.12239829	-4.709740818	-8.660184934	-173.0975856	-15.46976211	-179.6416356	31.51714914	-4.131197287	7.918437767	-140.119934	-0.569653545	8.119997282	-8.689650737	1.315111111	4.656811743
Zinnia_elegans	exo	0	0	2738.147591	9.003	0.4	230.901357	24.296074	11.80989844	22.99022212	25.36640995	20.27446056	1427.366167	271.7730193	19.93147752	85.75811908	712.1713062	75.16059957	381.9379015	201.4068522	12.78879798	66.92513907	208.7472822	32.63150587	13.05692081	19.57458505	24.25349767	22.07473356	180	552946.8273	7.094834838	5.909031169	0.233651587	0.801355537	-0.313832229	1.791761692	-588.0995004	-107.7730193	-7.398144183	-10.05068983	-286.7713062	-24.76059957	-199.3379015	-20.94018558	-2.674620278	6.542337334	-83.28915437	-1.947505726	3.843612357	-5.791118076	-0.181453171	1.499399609
